Freq.	V(N002,N003)
1.08392691402120e+000	(-9.27553480025009e-008dB,-9.07247406459152e-003°)
1.08642562361706e+000	(-9.31834881870289e-008dB,-9.09338827699315e-003°)
1.08893009333343e+000	(-9.36136033142508e-008dB,-9.11435070163168e-003°)
1.09144033644876e+000	(-9.40457049560966e-008dB,-9.13536144964779e-003°)
1.09395636627209e+000	(-9.44797998628590e-008dB,-9.15642063243835e-003°)
1.09647819614318e+000	(-9.49158986421404e-008dB,-9.17752836165705e-003°)
1.09900583943252e+000	(-9.53540099728885e-008dB,-9.19868474921493e-003°)
1.10153930954141e+000	(-9.57941425340509e-008dB,-9.21988990728105e-003°)
1.10407861990207e+000	(-9.62363098262126e-008dB,-9.24114394828301e-003°)
1.10662378397766e+000	(-9.66805157066837e-008dB,-9.26244698490762e-003°)
1.10917481526240e+000	(-9.71267746403768e-008dB,-9.28379913010142e-003°)
1.11173172728159e+000	(-9.75750895202747e-008dB,-9.30520049707136e-003°)
1.11429453359173e+000	(-9.80254767399447e-008dB,-9.32665119928534e-003°)
1.11686324778056e+000	(-9.84779411210245e-008dB,-9.34815135047281e-003°)
1.11943788346715e+000	(-9.89324951997718e-008dB,-9.36970106462543e-003°)
1.12201845430196e+000	(-9.93891466908066e-008dB,-9.39130045599761e-003°)
1.12460497396692e+000	(-9.98479052374040e-008dB,-9.41294963910716e-003°)
1.12719745617551e+000	(-1.00308781447167e-007dB,-9.43464872873587e-003°)
1.12979591467280e+000	(-1.00771787856352e-007dB,-9.45639783993014e-003°)
1.13240036323556e+000	(-1.01236929286598e-007dB,-9.47819708800157e-003°)
1.13501081567231e+000	(-1.01704217309835e-007dB,-9.50004658852758e-003°)
1.13762728582343e+000	(-1.02173661569337e-007dB,-9.52194645735203e-003°)
1.14024978756117e+000	(-1.02645276530017e-007dB,-9.54389681058582e-003°)
1.14287833478977e+000	(-1.03119065084859e-007dB,-9.56589776460752e-003°)
1.14551294144553e+000	(-1.03595040734447e-007dB,-9.58794943606398e-003°)
1.14815362149688e+000	(-1.04073214086383e-007dB,-9.61005194187095e-003°)
1.15080038894443e+000	(-1.04553592855288e-007dB,-9.63220539921369e-003°)
1.15345325782109e+000	(-1.05036191506075e-007dB,-9.65440992554760e-003°)
1.15611224219210e+000	(-1.05521016789035e-007dB,-9.67666563859886e-003°)
1.15877735615512e+000	(-1.06008079311773e-007dB,-9.69897265636502e-003°)
1.16144861384034e+000	(-1.06497389681890e-007dB,-9.72133109711564e-003°)
1.16412602941049e+000	(-1.06988959471316e-007dB,-9.74374107939293e-003°)
1.16680961706096e+000	(-1.07482798323327e-007dB,-9.76620272201236e-003°)
1.16949939101987e+000	(-1.07978914916871e-007dB,-9.78871614406332e-003°)
1.17219536554813e+000	(-1.08477323716859e-007dB,-9.81128146490968e-003°)
1.17489755493953e+000	(-1.08978032437913e-007dB,-9.83389880419053e-003°)
1.17760597352080e+000	(-1.09481051687635e-007dB,-9.85656828182071e-003°)
1.18032063565173e+000	(-1.09986394002282e-007dB,-9.87929001799153e-003°)
1.18304155572516e+000	(-1.10494068060802e-007dB,-9.90206413317134e-003°)
1.18576874816716e+000	(-1.11004084470798e-007dB,-9.92489074810621e-003°)
1.18850222743702e+000	(-1.11516456732855e-007dB,-9.94776998382056e-003°)
1.19124200802737e+000	(-1.12031192561593e-007dB,-9.97070196161780e-003°)
1.19398810446427e+000	(-1.12548305457598e-007dB,-9.99368680308096e-003°)
1.19674053130724e+000	(-1.13067805064144e-007dB,-1.00167246300734e-002°)
1.19949930314938e+000	(-1.13589702953162e-007dB,-1.00398155647393e-002°)
1.20226443461741e+000	(-1.14114008767927e-007dB,-1.00629597295045e-002°)
1.20503594037179e+000	(-1.14640735044696e-007dB,-1.00861572470770e-002°)
1.20781383510678e+000	(-1.15169894319728e-007dB,-1.01094082404478e-002°)
1.21059813355048e+000	(-1.15701493343315e-007dB,-1.01327128328912e-002°)
1.21338885046497e+000	(-1.16235547544697e-007dB,-1.01560711479659e-002°)
1.21618600064636e+000	(-1.16772064638495e-007dB,-1.01794833095153e-002°)
1.21898959892486e+000	(-1.17311060053949e-007dB,-1.02029494416684e-002°)
1.22179966016487e+000	(-1.17852543434333e-007dB,-1.02264696688402e-002°)
1.22461619926504e+000	(-1.18396526351578e-007dB,-1.02500441157325e-002°)
1.22743923115840e+000	(-1.18943019413288e-007dB,-1.02736729073348e-002°)
1.23026877081238e+000	(-1.19492036120046e-007dB,-1.02973561689245e-002°)
1.23310483322890e+000	(-1.20043587079456e-007dB,-1.03210940260679e-002°)
1.23594743344451e+000	(-1.20597682899121e-007dB,-1.03448866046207e-002°)
1.23879658653036e+000	(-1.21154338043953e-007dB,-1.03687340307287e-002°)
1.24165230759241e+000	(-1.21713558299918e-007dB,-1.03926364308287e-002°)
1.24451461177138e+000	(-1.22275362953565e-007dB,-1.04165939316487e-002°)
1.24738351424294e+000	(-1.22839759719516e-007dB,-1.04406066602090e-002°)
1.25025903021771e+000	(-1.23406762098355e-007dB,-1.04646747438227e-002°)
1.25314117494141e+000	(-1.23976382626340e-007dB,-1.04887983100963e-002°)
1.25602996369487e+000	(-1.24548630946746e-007dB,-1.05129774869306e-002°)
1.25892541179416e+000	(-1.25123523453142e-007dB,-1.05372124025210e-002°)
1.26182753459066e+000	(-1.25701064967164e-007dB,-1.05615031853588e-002°)
1.26473634747115e+000	(-1.26281274775364e-007dB,-1.05858499642311e-002°)
1.26765186585784e+000	(-1.26864164449671e-007dB,-1.06102528682222e-002°)
1.27057410520854e+000	(-1.27449741704706e-007dB,-1.06347120267138e-002°)
1.27350308101666e+000	(-1.28038022934036e-007dB,-1.06592275693858e-002°)
1.27643880881134e+000	(-1.28629018745265e-007dB,-1.06837996262173e-002°)
1.27938130415752e+000	(-1.29222743603305e-007dB,-1.07084283274868e-002°)
1.28233058265602e+000	(-1.29819210044414e-007dB,-1.07331138037731e-002°)
1.28528665994361e+000	(-1.30418426747540e-007dB,-1.07578561859563e-002°)
1.28824955169313e+000	(-1.31020412999233e-007dB,-1.07826556052178e-002°)
1.29121927361353e+000	(-1.31625174585458e-007dB,-1.08075121930418e-002°)
1.29419584144998e+000	(-1.32232728864111e-007dB,-1.08324260812154e-002°)
1.29717927098395e+000	(-1.32843087407123e-007dB,-1.08573974018295e-002°)
1.30016957803328e+000	(-1.33456263715077e-007dB,-1.08824262872794e-002°)
1.30316677845229e+000	(-1.34072270324234e-007dB,-1.09075128702660e-002°)
1.30617088813183e+000	(-1.34691118806521e-007dB,-1.09326572837956e-002°)
1.30918192299940e+000	(-1.35312825555508e-007dB,-1.09578596611814e-002°)
1.31219989901920e+000	(-1.35937401178798e-007dB,-1.09831201360439e-002°)
1.31522483219223e+000	(-1.36564859176975e-007dB,-1.10084388423116e-002°)
1.31825673855640e+000	(-1.37195212086299e-007dB,-1.10338159142217e-002°)
1.32129563418657e+000	(-1.37828477264662e-007dB,-1.10592514863210e-002°)
1.32434153519466e+000	(-1.38464664355343e-007dB,-1.10847456934661e-002°)
1.32739445772973e+000	(-1.39103789751907e-007dB,-1.11102986708249e-002°)
1.33045441797808e+000	(-1.39745864061959e-007dB,-1.11359105538767e-002°)
1.33352143216332e+000	(-1.40390900786084e-007dB,-1.11615814784130e-002°)
1.33659551654643e+000	(-1.41038916317849e-007dB,-1.11873115805386e-002°)
1.33967668742593e+000	(-1.41689921264857e-007dB,-1.12131009966719e-002°)
1.34276496113786e+000	(-1.42343934913659e-007dB,-1.12389498635456e-002°)
1.34586035405594e+000	(-1.43000962085893e-007dB,-1.12648583182080e-002°)
1.34896288259164e+000	(-1.43661024961091e-007dB,-1.12908264980230e-002°)
1.35207256319427e+000	(-1.44324134146857e-007dB,-1.13168545406713e-002°)
1.35518941235103e+000	(-1.44990303143776e-007dB,-1.13429425841510e-002°)
1.35831344658715e+000	(-1.45659549309744e-007dB,-1.13690907667782e-002°)
1.36144468246594e+000	(-1.46331883252363e-007dB,-1.13952992271880e-002°)
1.36458313658892e+000	(-1.47007320400874e-007dB,-1.14215681043350e-002°)
1.36772882559584e+000	(-1.47685875220190e-007dB,-1.14478975374941e-002°)
1.37088176616484e+000	(-1.48367563139552e-007dB,-1.14742876662613e-002°)
1.37404197501251e+000	(-1.49052395730889e-007dB,-1.15007386305544e-002°)
1.37720946889394e+000	(-1.49740389387770e-007dB,-1.15272505706137e-002°)
1.38038426460288e+000	(-1.50431558575108e-007dB,-1.15538236270030e-002°)
1.38356637897177e+000	(-1.51125921615125e-007dB,-1.15804579406098e-002°)
1.38675582887188e+000	(-1.51823486222444e-007dB,-1.16071536526466e-002°)
1.38995263121334e+000	(-1.52524272647940e-007dB,-1.16339109046514e-002°)
1.39315680294529e+000	(-1.53228292463545e-007dB,-1.16607298384884e-002°)
1.39636836105593e+000	(-1.53935563027155e-007dB,-1.16876105963489e-002°)
1.39958732257261e+000	(-1.54646095910700e-007dB,-1.17145533207520e-002°)
1.40281370456195e+000	(-1.55359909436403e-007dB,-1.17415581545452e-002°)
1.40604752412990e+000	(-1.56077017104850e-007dB,-1.17686252409055e-002°)
1.40928879842186e+000	(-1.56797437238263e-007dB,-1.17957547233399e-002°)
1.41253754462274e+000	(-1.57521180444245e-007dB,-1.18229467456861e-002°)
1.41579377995707e+000	(-1.58248264080694e-007dB,-1.18502014521134e-002°)
1.41905752168908e+000	(-1.58978707434158e-007dB,-1.18775189871236e-002°)
1.42232878712281e+000	(-1.59712521112241e-007dB,-1.19048994955515e-002°)
1.42560759360218e+000	(-1.60449719579856e-007dB,-1.19323431225658e-002°)
1.42889395851109e+000	(-1.61190322123554e-007dB,-1.19598500136698e-002°)
1.43218789927353e+000	(-1.61934341279592e-007dB,-1.19874203147023e-002°)
1.43548943335364e+000	(-1.62681798263177e-007dB,-1.20150541718382e-002°)
1.43879857825583e+000	(-1.63432703681912e-007dB,-1.20427517315894e-002°)
1.44211535152486e+000	(-1.64187073929364e-007dB,-1.20705131408057e-002°)
1.44543977074592e+000	(-1.64944925399102e-007dB,-1.20983385466751e-002°)
1.44877185354475e+000	(-1.65706277377677e-007dB,-1.21262280967253e-002°)
1.45211161758773e+000	(-1.66471144330001e-007dB,-1.21541819388237e-002°)
1.45545908058195e+000	(-1.67239538792334e-007dB,-1.21822002211788e-002°)
1.45881426027534e+000	(-1.68011481015552e-007dB,-1.22102830923408e-002°)
1.46217717445671e+000	(-1.68786987393225e-007dB,-1.22384307012020e-002°)
1.46554784095590e+000	(-1.69566073354592e-007dB,-1.22666431969985e-002°)
1.46892627764385e+000	(-1.70348754328896e-007dB,-1.22949207293099e-002°)
1.47231250243271e+000	(-1.71135048638358e-007dB,-1.23232634480608e-002°)
1.47570653327588e+000	(-1.71924969783565e-007dB,-1.23516715035215e-002°)
1.47910838816819e+000	(-1.72718539944049e-007dB,-1.23801450463087e-002°)
1.48251808514594e+000	(-1.73515773584725e-007dB,-1.24086842273861e-002°)
1.48593564228699e+000	(-1.74316685170505e-007dB,-1.24372891980657e-002°)
1.48936107771090e+000	(-1.75121295916596e-007dB,-1.24659601100080e-002°)
1.49279440957898e+000	(-1.75929618359255e-007dB,-1.24946971152234e-002°)
1.49623565609442e+000	(-1.76741670820705e-007dB,-1.25235003660726e-002°)
1.49968483550236e+000	(-1.77557475480481e-007dB,-1.25523700152674e-002°)
1.50314196609001e+000	(-1.78377041981857e-007dB,-1.25813062158719e-002°)
1.50660706618673e+000	(-1.79200393468695e-007dB,-1.26103091213029e-002°)
1.51008015416413e+000	(-1.80027547298891e-007dB,-1.26393788853308e-002°)
1.51356124843619e+000	(-1.80858515044375e-007dB,-1.26685156620805e-002°)
1.51705036745932e+000	(-1.81693319849008e-007dB,-1.26977196060324e-002°)
1.52054752973248e+000	(-1.82531978106359e-007dB,-1.27269908720227e-002°)
1.52405275379728e+000	(-1.83374506209995e-007dB,-1.27563296152448e-002°)
1.52756605823806e+000	(-1.84220926339451e-007dB,-1.27857359912498e-002°)
1.53108746168202e+000	(-1.85071251995313e-007dB,-1.28152101559471e-002°)
1.53461698279928e+000	(-1.85925500535475e-007dB,-1.28447522656060e-002°)
1.53815464030302e+000	(-1.86783693175144e-007dB,-1.28743624768556e-002°)
1.54170045294954e+000	(-1.87645848236544e-007dB,-1.29040409466863e-002°)
1.54525443953840e+000	(-1.88511983077570e-007dB,-1.29337878324503e-002°)
1.54881661891247e+000	(-1.89382116020446e-007dB,-1.29636032918627e-002°)
1.55238700995807e+000	(-1.90256261530086e-007dB,-1.29934874830019e-002°)
1.55596563160506e+000	(-1.91134443714677e-007dB,-1.30234405643110e-002°)
1.55955250282694e+000	(-1.92016681860771e-007dB,-1.30534626945981e-002°)
1.56314764264094e+000	(-1.92902988504627e-007dB,-1.30835540330375e-002°)
1.56675107010813e+000	(-1.93793388718759e-007dB,-1.31137147391704e-002°)
1.57036280433354e+000	(-1.94687898896738e-007dB,-1.31439449729060e-002°)
1.57398286446620e+000	(-1.95586539289441e-007dB,-1.31742448945217e-002°)
1.57761126969933e+000	(-1.96489325326109e-007dB,-1.32046146646647e-002°)
1.58124803927037e+000	(-1.97396279186277e-007dB,-1.32350544443525e-002°)
1.58489319246110e+000	(-1.98307419192167e-007dB,-1.32655643949737e-002°)
1.58854674859776e+000	(-1.99222762701675e-007dB,-1.32961446782890e-002°)
1.59220872705115e+000	(-2.00142333822991e-007dB,-1.33267954564318e-002°)
1.59587914723672e+000	(-2.01066148949683e-007dB,-1.33575168919096e-002°)
1.59955802861465e+000	(-2.01994229296957e-007dB,-1.33883091476043e-002°)
1.60324539069002e+000	(-2.02926591258381e-007dB,-1.34191723867733e-002°)
1.60694125301286e+000	(-2.03863257013490e-007dB,-1.34501067730503e-002°)
1.61064563517825e+000	(-2.04804248741817e-007dB,-1.34811124704464e-002°)
1.61435855682647e+000	(-2.05749580908276e-007dB,-1.35121896433506e-002°)
1.61808003764305e+000	(-2.06699278585382e-007dB,-1.35433384565309e-002°)
1.62181009735891e+000	(-2.07653358166705e-007dB,-1.35745590751352e-002°)
1.62554875575047e+000	(-2.08611841831778e-007dB,-1.36058516646920e-002°)
1.62929603263970e+000	(-2.09574750795808e-007dB,-1.36372163911115e-002°)
1.63305194789432e+000	(-2.10542104345346e-007dB,-1.36686534206863e-002°)
1.63681652142779e+000	(-2.11513922731270e-007dB,-1.37001629200923e-002°)
1.64058977319952e+000	(-2.12490228133115e-007dB,-1.37317450563896e-002°)
1.64437172321491e+000	(-2.13471036944449e-007dB,-1.37633999970236e-002°)
1.64816239152549e+000	(-2.14456374237788e-007dB,-1.37951279098256e-002°)
1.65196179822900e+000	(-2.15446261228339e-007dB,-1.38269289630136e-002°)
1.65576996346951e+000	(-2.16440715273999e-007dB,-1.38588033251938e-002°)
1.65958690743754e+000	(-2.17439758554300e-007dB,-1.38907511653607e-002°)
1.66341265037015e+000	(-2.18443416141760e-007dB,-1.39227726528985e-002°)
1.66724721255104e+000	(-2.19451705394275e-007dB,-1.39548679575818e-002°)
1.67109061431069e+000	(-2.20464648491378e-007dB,-1.39870372495769e-002°)
1.67494287602642e+000	(-2.21482266648277e-007dB,-1.40192806994418e-002°)
1.67880401812254e+000	(-2.22504582044505e-007dB,-1.40515984781283e-002°)
1.68267406107045e+000	(-2.23531616859596e-007dB,-1.40839907569818e-002°)
1.68655302538872e+000	(-2.24563392308756e-007dB,-1.41164577077429e-002°)
1.69044093164324e+000	(-2.25599929607193e-007dB,-1.41489995025481e-002°)
1.69433780044731e+000	(-2.26641250934439e-007dB,-1.41816163139307e-002°)
1.69824365246172e+000	(-2.27687379434358e-007dB,-1.42143083148217e-002°)
1.70215850839493e+000	(-2.28738336322154e-007dB,-1.42470756785507e-002°)
1.70608238900310e+000	(-2.29794143777363e-007dB,-1.42799185788471e-002°)
1.71001531509027e+000	(-2.30854827836828e-007dB,-1.43128371898405e-002°)
1.71395730750840e+000	(-2.31920403929791e-007dB,-1.43458316860621e-002°)
1.71790838715757e+000	(-2.32990900986078e-007dB,-1.43789022424452e-002°)
1.72186857498599e+000	(-2.34066337327914e-007dB,-1.44120490343268e-002°)
1.72583789199018e+000	(-2.35146738027816e-007dB,-1.44452722374476e-002°)
1.72981635921508e+000	(-2.36232127193972e-007dB,-1.44785720279537e-002°)
1.73380399775412e+000	(-2.37322524112935e-007dB,-1.45119485823973e-002°)
1.73780082874935e+000	(-2.38417954821548e-007dB,-1.45454020777374e-002°)
1.74180687339159e+000	(-2.39518441499345e-007dB,-1.45789326913410e-002°)
1.74582215292048e+000	(-2.40624011147499e-007dB,-1.46125406009842e-002°)
1.74984668862464e+000	(-2.41734678230924e-007dB,-1.46462259848524e-002°)
1.75388050184174e+000	(-2.42850474572429e-007dB,-1.46799890215424e-002°)
1.75792361395867e+000	(-2.43971422351548e-007dB,-1.47138298900622e-002°)
1.76197604641161e+000	(-2.45097542783488e-007dB,-1.47477487698327e-002°)
1.76603782068614e+000	(-2.46228862869422e-007dB,-1.47817458406883e-002°)
1.77010895831740e+000	(-2.47365402860228e-007dB,-1.48158212828781e-002°)
1.77418948089014e+000	(-2.48507188792751e-007dB,-1.48499752770665e-002°)
1.77827941003890e+000	(-2.49654247668162e-007dB,-1.48842080043347e-002°)
1.78237876744807e+000	(-2.50806596844359e-007dB,-1.49185196461809e-002°)
1.78648757485203e+000	(-2.51964268144152e-007dB,-1.49529103845221e-002°)
1.79060585403527e+000	(-2.53127282782747e-007dB,-1.49873804016945e-002°)
1.79473362683250e+000	(-2.54295665832660e-007dB,-1.50219298804545e-002°)
1.79887091512876e+000	(-2.55469440437755e-007dB,-1.50565590039800e-002°)
1.80301774085955e+000	(-2.56648634563531e-007dB,-1.50912679558710e-002°)
1.80717412601090e+000	(-2.57833270389523e-007dB,-1.51260569201510e-002°)
1.81134009261958e+000	(-2.59023375881229e-007dB,-1.51609260812674e-002°)
1.81551566277311e+000	(-2.60218972253857e-007dB,-1.51958756240930e-002°)
1.81970085860996e+000	(-2.61420088437235e-007dB,-1.52309057339266e-002°)
1.82389570231961e+000	(-2.62626749503879e-007dB,-1.52660165964945e-002°)
1.82810021614272e+000	(-2.63838979561979e-007dB,-1.53012083979508e-002°)
1.83231442237119e+000	(-2.65056802719725e-007dB,-1.53364813248788e-002°)
1.83653834334832e+000	(-2.66280249835599e-007dB,-1.53718355642920e-002°)
1.84077200146893e+000	(-2.67509345982118e-007dB,-1.54072713036349e-002°)
1.84501541917945e+000	(-2.68744110445836e-007dB,-1.54427887307844e-002°)
1.84926861897805e+000	(-2.69984578906870e-007dB,-1.54783880340500e-002°)
1.85353162341479e+000	(-2.71230770651775e-007dB,-1.55140694021758e-002°)
1.85780445509167e+000	(-2.72482714610377e-007dB,-1.55498330243406e-002°)
1.86208713666284e+000	(-2.73740436819521e-007dB,-1.55856790901596e-002°)
1.86637969083464e+000	(-2.75003965244707e-007dB,-1.56216077896850e-002°)
1.87068214036577e+000	(-2.76273327851435e-007dB,-1.56576193134070e-002°)
1.87499450806739e+000	(-2.77548546819240e-007dB,-1.56937138522551e-002°)
1.87931681680324e+000	(-2.78829652042277e-007dB,-1.57298915975988e-002°)
1.88364908948977e+000	(-2.80116672450373e-007dB,-1.57661527412488e-002°)
1.88799134909627e+000	(-2.81409630223064e-007dB,-1.58024974754581e-002°)
1.89234361864495e+000	(-2.82708558147488e-007dB,-1.58389259929227e-002°)
1.89670592121112e+000	(-2.84013482260489e-007dB,-1.58754384867829e-002°)
1.90107827992327e+000	(-2.85324429563239e-007dB,-1.59120351506242e-002°)
1.90546071796322e+000	(-2.86641424163930e-007dB,-1.59487161784784e-002°)
1.90985325856621e+000	(-2.87964502707009e-007dB,-1.59854817648245e-002°)
1.91425592502106e+000	(-2.89293685443356e-007dB,-1.60223321045899e-002°)
1.91866874067026e+000	(-2.90629007088764e-007dB,-1.60592673931514e-002°)
1.92309172891013e+000	(-2.91970488858440e-007dB,-1.60962878263361e-002°)
1.92752491319091e+000	(-2.93318162575196e-007dB,-1.61333936004226e-002°)
1.93196831701690e+000	(-2.94672058133186e-007dB,-1.61705849121418e-002°)
1.93642196394658e+000	(-2.96032202533583e-007dB,-1.62078619586783e-002°)
1.94088587759275e+000	(-2.97398627599198e-007dB,-1.62452249376712e-002°)
1.94536008162263e+000	(-2.98771355509566e-007dB,-1.62826740472153e-002°)
1.94984459975802e+000	(-3.00150420016153e-007dB,-1.63202094858617e-002°)
1.95433945577537e+000	(-3.01535851013113e-007dB,-1.63578314526197e-002°)
1.95884467350596e+000	(-3.02927677430276e-007dB,-1.63955401469570e-002°)
1.96336027683602e+000	(-3.04325929161797e-007dB,-1.64333357688013e-002°)
1.96788628970682e+000	(-3.05730634173176e-007dB,-1.64712185185410e-002°)
1.97242273611482e+000	(-3.07141820429915e-007dB,-1.65091885970268e-002°)
1.97696964011183e+000	(-3.08559522647805e-007dB,-1.65472462055719e-002°)
1.98152702580507e+000	(-3.09983770721004e-007dB,-1.65853915459540e-002°)
1.98609491735734e+000	(-3.11414588757701e-007dB,-1.66236248204158e-002°)
1.99067333898716e+000	(-3.12852014366673e-007dB,-1.66619462316662e-002°)
1.99526231496885e+000	(-3.14296072620437e-007dB,-1.67003559828814e-002°)
1.99986186963271e+000	(-3.15746799199115e-007dB,-1.67388542777059e-002°)
2.00447202736513e+000	(-3.17204219175226e-007dB,-1.67774413202537e-002°)
2.00909281260870e+000	(-3.18668366300234e-007dB,-1.68161173151095e-002°)
2.01372424986236e+000	(-3.20139273361279e-007dB,-1.68548824673294e-002°)
2.01836636368153e+000	(-3.21616969288189e-007dB,-1.68937369824422e-002°)
2.02301917867824e+000	(-3.23101484939447e-007dB,-1.69326810664507e-002°)
2.02768271952125e+000	(-3.24592855995175e-007dB,-1.69717149258322e-002°)
2.03235701093619e+000	(-3.26091105599236e-007dB,-1.70108387675405e-002°)
2.03704207770569e+000	(-3.27596276182045e-007dB,-1.70500527990060e-002°)
2.04173794466950e+000	(-3.29108389923136e-007dB,-1.70893572281376e-002°)
2.04644463672464e+000	(-3.30627486359942e-007dB,-1.71287522633234e-002°)
2.05116217882553e+000	(-3.32153593457963e-007dB,-1.71682381134316e-002°)
2.05589059598411e+000	(-3.33686744004338e-007dB,-1.72078149878124e-002°)
2.06062991326997e+000	(-3.35226972714862e-007dB,-1.72474830962981e-002°)
2.06538015581050e+000	(-3.36774309483691e-007dB,-1.72872426492051e-002°)
2.07014134879101e+000	(-3.38328789026618e-007dB,-1.73270938573345e-002°)
2.07491351745488e+000	(-3.39890444130783e-007dB,-1.73670369319732e-002°)
2.07969668710366e+000	(-3.41459306618997e-007dB,-1.74070720848953e-002°)
2.08449088309726e+000	(-3.43035412171382e-007dB,-1.74471995283631e-002°)
2.08929613085401e+000	(-3.44618792610749e-007dB,-1.74874194751282e-002°)
2.09411245585086e+000	(-3.46209477831255e-007dB,-1.75277321384327e-002°)
2.09893988362349e+000	(-3.47807509298986e-007dB,-1.75681377320100e-002°)
2.10377843976644e+000	(-3.49412914979445e-007dB,-1.76086364700866e-002°)
2.10862814993326e+000	(-3.51025730552753e-007dB,-1.76492285673826e-002°)
2.11348903983661e+000	(-3.52645994592015e-007dB,-1.76899142391131e-002°)
2.11836113524847e+000	(-3.54273733134077e-007dB,-1.77306937009894e-002°)
2.12324446200018e+000	(-3.55908986680699e-007dB,-1.77715671692200e-002°)
2.12813904598268e+000	(-3.57551788019020e-007dB,-1.78125348605118e-002°)
2.13304491314654e+000	(-3.59202171864835e-007dB,-1.78535969920714e-002°)
2.13796208950220e+000	(-3.60860171969611e-007dB,-1.78947537816058e-002°)
2.14289060112002e+000	(-3.62525827870780e-007dB,-1.79360054473242e-002°)
2.14783047413050e+000	(-3.64199170426826e-007dB,-1.79773522079387e-002°)
2.15278173472434e+000	(-3.65880238210855e-007dB,-1.80187942826656e-002°)
2.15774440915263e+000	(-3.67569064010005e-007dB,-1.80603318912264e-002°)
2.16271852372698e+000	(-3.69265687361710e-007dB,-1.81019652538494e-002°)
2.16770410481966e+000	(-3.70970140088782e-007dB,-1.81436945912702e-002°)
2.17270117886371e+000	(-3.72682458835671e-007dB,-1.81855201247336e-002°)
2.17770977235312e+000	(-3.74402685068464e-007dB,-1.82274420759943e-002°)
2.18272991184296e+000	(-3.76130846752663e-007dB,-1.82694606673181e-002°)
2.18776162394952e+000	(-3.77866988247339e-007dB,-1.83115761214832e-002°)
2.19280493535041e+000	(-3.79611143303959e-007dB,-1.83537886617815e-002°)
2.19785987278479e+000	(-3.81363348566974e-007dB,-1.83960985120195e-002°)
2.20292646305342e+000	(-3.83123643573816e-007dB,-1.84385058965197e-002°)
2.20800473301886e+000	(-3.84892059182971e-007dB,-1.84810110401217e-002°)
2.21309470960560e+000	(-3.86668640717835e-007dB,-1.85236141681833e-002°)
2.21819641980018e+000	(-3.88453423858533e-007dB,-1.85663155065820e-002°)
2.22330989065136e+000	(-3.90246441392205e-007dB,-1.86091152817159e-002°)
2.22843514927026e+000	(-3.92047736713593e-007dB,-1.86520137205049e-002°)
