Freq.	V(cascada)
2.18791273254418e+001	(3.76799556152277e+000dB,-1.42184347241353e+002°)
2.19295639228637e+001	(3.78094921466776e+000dB,-1.42144443286753e+002°)
2.19801167886504e+001	(3.79393619294635e+000dB,-1.42104654314999e+002°)
2.20307861908283e+001	(3.80695652450284e+000dB,-1.42064981278448e+002°)
2.20815723980414e+001	(3.82001023721938e+000dB,-1.42025425133300e+002°)
2.21324756795533e+001	(3.83309735871598e+000dB,-1.41985986839614e+002°)
2.21834963052480e+001	(3.84621791633481e+000dB,-1.41946667361292e+002°)
2.22346345456318e+001	(3.85937193716116e+000dB,-1.41907467666159e+002°)
2.22858906718345e+001	(3.87255944799841e+000dB,-1.41868388725927e+002°)
2.23372649556112e+001	(3.88578047538036e+000dB,-1.41829431516235e+002°)
2.23887576693430e+001	(3.89903504556168e+000dB,-1.41790597016680e+002°)
2.24403690860392e+001	(3.91232318452098e+000dB,-1.41751886210826e+002°)
2.24920994793385e+001	(3.92564491795556e+000dB,-1.41713300086227e+002°)
2.25439491235101e+001	(3.93900027127779e+000dB,-1.41674839634443e+002°)
2.25959182934559e+001	(3.95238926961825e+000dB,-1.41636505851071e+002°)
2.26480072647111e+001	(3.96581193781629e+000dB,-1.41598299735756e+002°)
2.27002163134462e+001	(3.97926830042489e+000dB,-1.41560222292227e+002°)
2.27525457164686e+001	(3.99275838170236e+000dB,-1.41522274528298e+002°)
2.28049957512233e+001	(4.00628220561073e+000dB,-1.41484457455901e+002°)
2.28575666957954e+001	(4.01983979582050e+000dB,-1.41446772091116e+002°)
2.29102588289106e+001	(4.03343117569707e+000dB,-1.41409219454182e+002°)
2.29630724299376e+001	(4.04705636830375e+000dB,-1.41371800569510e+002°)
2.30160077788886e+001	(4.06071539640661e+000dB,-1.41334516465755e+002°)
2.30690651564218e+001	(4.07440828245334e+000dB,-1.41297368175748e+002°)
2.31222448438419e+001	(4.08813504859100e+000dB,-1.41260356736635e+002°)
2.31755471231024e+001	(4.10189571664883e+000dB,-1.41223483189785e+002°)
2.32289722768068e+001	(4.11569030814206e+000dB,-1.41186748580892e+002°)
2.32825205882097e+001	(4.12951884426813e+000dB,-1.41150153959982e+002°)
2.33361923412192e+001	(4.14338134590498e+000dB,-1.41113700381423e+002°)
2.33899878203973e+001	(4.15727783360322e+000dB,-1.41077388903944e+002°)
2.34439073109625e+001	(4.17120832759066e+000dB,-1.41041220590686e+002°)
2.34979510987905e+001	(4.18517284776424e+000dB,-1.41005196509214e+002°)
2.35521194704161e+001	(4.19917141368859e+000dB,-1.40969317731529e+002°)
2.36064127130345e+001	(4.21320404459169e+000dB,-1.40933585334111e+002°)
2.36608311145032e+001	(4.22727075936389e+000dB,-1.40898000397940e+002°)
2.37153749633431e+001	(4.24137157655637e+000dB,-1.40862564008518e+002°)
2.37700445487403e+001	(4.25550651437103e+000dB,-1.40827277255895e+002°)
2.38248401605474e+001	(4.26967559066484e+000dB,-1.40792141234704e+002°)
2.38797620892854e+001	(4.28387882294195e+000dB,-1.40757157044165e+002°)
2.39348106261448e+001	(4.29811622835414e+000dB,-1.40722325788146e+002°)
2.39899860629875e+001	(4.31238782369449e+000dB,-1.40687648575163e+002°)
2.40452886923482e+001	(4.32669362539390e+000dB,-1.40653126518416e+002°)
2.41007188074358e+001	(4.34103364951841e+000dB,-1.40618760735808e+002°)
2.41562767021355e+001	(4.35540791176774e+000dB,-1.40584552349994e+002°)
2.42119626710095e+001	(4.36981642746853e+000dB,-1.40550502488378e+002°)
2.42677770092994e+001	(4.38425921157278e+000dB,-1.40516612283183e+002°)
2.43237200129273e+001	(4.39873627865229e+000dB,-1.40482882871430e+002°)
2.43797919784972e+001	(4.41324764289836e+000dB,-1.40449315395006e+002°)
2.44359932032973e+001	(4.42779331811155e+000dB,-1.40415911000666e+002°)
2.44923239853009e+001	(4.44237331770746e+000dB,-1.40382670840083e+002°)
2.45487846231680e+001	(4.45698765470335e+000dB,-1.40349596069870e+002°)
2.46053754162475e+001	(4.47163634172168e+000dB,-1.40316687851606e+002°)
2.46620966645781e+001	(4.48631939097810e+000dB,-1.40283947351856e+002°)
2.47189486688901e+001	(4.50103681428615e+000dB,-1.40251375742231e+002°)
2.47759317306073e+001	(4.51578862304566e+000dB,-1.40218974199384e+002°)
2.48330461518481e+001	(4.53057482824354e+000dB,-1.40186743905064e+002°)
2.48902922354276e+001	(4.54539544044934e+000dB,-1.40154686046148e+002°)
2.49476702848587e+001	(4.56025046980585e+000dB,-1.40122801814646e+002°)
2.50051806043543e+001	(4.57513992602974e+000dB,-1.40091092407755e+002°)
2.50628234988282e+001	(4.59006381840432e+000dB,-1.40059559027890e+002°)
2.51205992738974e+001	(4.60502215577714e+000dB,-1.40028202882707e+002°)
2.51785082358832e+001	(4.62001494655571e+000dB,-1.39997025185142e+002°)
2.52365506918133e+001	(4.63504219869904e+000dB,-1.39966027153435e+002°)
2.52947269494229e+001	(4.65010391971519e+000dB,-1.39935210011169e+002°)
2.53530373171568e+001	(4.66520011665890e+000dB,-1.39904574987299e+002°)
2.54114821041707e+001	(4.68033079611937e+000dB,-1.39874123316190e+002°)
2.54700616203331e+001	(4.69549596422583e+000dB,-1.39843856237648e+002°)
2.55287761762267e+001	(4.71069562663294e+000dB,-1.39813774996946e+002°)
2.55876260831504e+001	(4.72592978852158e+000dB,-1.39783880844873e+002°)
2.56466116531203e+001	(4.74119845458834e+000dB,-1.39754175037747e+002°)
2.57057331988722e+001	(4.75650162904793e+000dB,-1.39724658837482e+002°)
2.57649910338625e+001	(4.77183931561805e+000dB,-1.39695333511570e+002°)
2.58243854722705e+001	(4.78721151752235e+000dB,-1.39666200333176e+002°)
2.58839168289996e+001	(4.80261823748024e+000dB,-1.39637260581128e+002°)
2.59435854196790e+001	(4.81805947770151e+000dB,-1.39608515539967e+002°)
2.60033915606657e+001	(4.83353523988434e+000dB,-1.39579966499995e+002°)
2.60633355690458e+001	(4.84904552520308e+000dB,-1.39551614757285e+002°)
2.61234177626367e+001	(4.86459033430919e+000dB,-1.39523461613749e+002°)
2.61836384599880e+001	(4.88016966731815e+000dB,-1.39495508377130e+002°)
2.62439979803839e+001	(4.89578352381139e+000dB,-1.39467756361084e+002°)
2.63044966438446e+001	(4.91143190282266e+000dB,-1.39440206885189e+002°)
2.63651347711280e+001	(4.92711480283327e+000dB,-1.39412861274975e+002°)
2.64259126837313e+001	(4.94283222177132e+000dB,-1.39385720861995e+002°)
2.64868307038931e+001	(4.95858415699846e+000dB,-1.39358786983840e+002°)
2.65478891545946e+001	(4.97437060530660e+000dB,-1.39332060984160e+002°)
2.66090883595617e+001	(4.99019156290983e+000dB,-1.39305544212740e+002°)
2.66704286432663e+001	(5.00604702544091e+000dB,-1.39279238025501e+002°)
2.67319103309287e+001	(5.02193698793416e+000dB,-1.39253143784548e+002°)
2.67935337485185e+001	(5.03786144483575e+000dB,-1.39227262858248e+002°)
2.68552992227571e+001	(5.05382038997912e+000dB,-1.39201596621197e+002°)
2.69172070811188e+001	(5.06981381658821e+000dB,-1.39176146454314e+002°)
2.69792576518329e+001	(5.08584171726849e+000dB,-1.39150913744849e+002°)
2.70414512638854e+001	(5.10190408399513e+000dB,-1.39125899886454e+002°)
2.71037882470205e+001	(5.11800090811133e+000dB,-1.39101106279184e+002°)
2.71662689317429e+001	(5.13413218031339e+000dB,-1.39076534329560e+002°)
2.72288936493188e+001	(5.15029789065222e+000dB,-1.39052185450609e+002°)
2.72916627317783e+001	(5.16649802851761e+000dB,-1.39028061061889e+002°)
2.73545765119168e+001	(5.18273258263435e+000dB,-1.39004162589546e+002°)
2.74176353232969e+001	(5.19900154104918e+000dB,-1.38980491466331e+002°)
2.74808395002501e+001	(5.21530489112880e+000dB,-1.38957049131672e+002°)
2.75441893778787e+001	(5.23164261955020e+000dB,-1.38933837031694e+002°)
2.76076852920575e+001	(5.24801471228436e+000dB,-1.38910856619240e+002°)
2.76713275794354e+001	(5.26442115459963e+000dB,-1.38888109353965e+002°)
2.77351165774376e+001	(5.28086193104193e+000dB,-1.38865596702326e+002°)
2.77990526242669e+001	(5.29733702543604e+000dB,-1.38843320137657e+002°)
2.78631360589058e+001	(5.31384642086563e+000dB,-1.38821281140180e+002°)
2.79273672211185e+001	(5.33039009967100e+000dB,-1.38799481197069e+002°)
2.79917464514521e+001	(5.34696804343973e+000dB,-1.38777921802487e+002°)
2.80562740912389e+001	(5.36358023299638e+000dB,-1.38756604457631e+002°)
2.81209504825981e+001	(5.38022664838708e+000dB,-1.38735530670745e+002°)
2.81857759684373e+001	(5.39690726887935e+000dB,-1.38714701957203e+002°)
2.82507508924549e+001	(5.41362207294466e+000dB,-1.38694119839529e+002°)
2.83158755991414e+001	(5.43037103825173e+000dB,-1.38673785847437e+002°)
2.83811504337816e+001	(5.44715414165677e+000dB,-1.38653701517879e+002°)
2.84465757424562e+001	(5.46397135919033e+000dB,-1.38633868395089e+002°)
2.85121518720435e+001	(5.48082266604937e+000dB,-1.38614288030627e+002°)
2.85778791702218e+001	(5.49770803658272e+000dB,-1.38594961983389e+002°)
2.86437579854706e+001	(5.51462744428649e+000dB,-1.38575891819715e+002°)
2.87097886670729e+001	(5.53158086178687e+000dB,-1.38557079113369e+002°)
2.87759715651167e+001	(5.54856826083193e+000dB,-1.38538525445608e+002°)
2.88423070304971e+001	(5.56558961228054e+000dB,-1.38520232405228e+002°)
2.89087954149183e+001	(5.58264488608791e+000dB,-1.38502201588589e+002°)
2.89754370708950e+001	(5.59973405129909e+000dB,-1.38484434599690e+002°)
2.90422323517546e+001	(5.61685707602973e+000dB,-1.38466933050164e+002°)
2.91091816116391e+001	(5.63401392746115e+000dB,-1.38449698559359e+002°)
2.91762852055067e+001	(5.65120457182562e+000dB,-1.38432732754376e+002°)
2.92435434891341e+001	(5.66842897439129e+000dB,-1.38416037270094e+002°)
2.93109568191180e+001	(5.68568709945234e+000dB,-1.38399613749225e+002°)
2.93785255528771e+001	(5.70297891031576e+000dB,-1.38383463842356e+002°)
2.94462500486541e+001	(5.72030436928857e+000dB,-1.38367589207987e+002°)
2.95141306655176e+001	(5.73766343766227e+000dB,-1.38351991512570e+002°)
2.95821677633639e+001	(5.75505607570410e+000dB,-1.38336672430570e+002°)
2.96503617029188e+001	(5.77248224264027e+000dB,-1.38321633644487e+002°)
2.97187128457399e+001	(5.78994189664033e+000dB,-1.38306876844909e+002°)
2.97872215542180e+001	(5.80743499480907e+000dB,-1.38292403730542e+002°)
2.98558881915797e+001	(5.82496149316800e+000dB,-1.38278216008281e+002°)
2.99247131218884e+001	(5.84252134663905e+000dB,-1.38264315393201e+002°)
2.99936967100472e+001	(5.86011450903644e+000dB,-1.38250703608658e+002°)
3.00628393218002e+001	(5.87774093304759e+000dB,-1.38237382386290e+002°)
3.01321413237346e+001	(5.89540057021774e+000dB,-1.38224353466065e+002°)
3.02016030832827e+001	(5.91309337093877e+000dB,-1.38211618596346e+002°)
3.02712249687239e+001	(5.93081928442707e+000dB,-1.38199179533893e+002°)
3.03410073491864e+001	(5.94857825871501e+000dB,-1.38187038043934e+002°)
3.04109505946496e+001	(5.96637024063152e+000dB,-1.38175195900203e+002°)
3.04810550759455e+001	(5.98419517578495e+000dB,-1.38163654884962e+002°)
3.05513211647612e+001	(6.00205300855137e+000dB,-1.38152416789068e+002°)
3.06217492336403e+001	(6.01994368205209e+000dB,-1.38141483411983e+002°)
3.06923396559856e+001	(6.03786713814015e+000dB,-1.38130856561834e+002°)
3.07630928060604e+001	(6.05582331738685e+000dB,-1.38120538055454e+002°)
3.08340090589909e+001	(6.07381215905490e+000dB,-1.38110529718404e+002°)
3.09050887907680e+001	(6.09183360109228e+000dB,-1.38100833385038e+002°)
3.09763323782493e+001	(6.10988758010627e+000dB,-1.38091450898506e+002°)
3.10477401991613e+001	(6.12797403134990e+000dB,-1.38082384110832e+002°)
3.11193126321012e+001	(6.14609288869911e+000dB,-1.38073634882907e+002°)
3.11910500565388e+001	(6.16424408464239e+000dB,-1.38065205084578e+002°)
3.12629528528188e+001	(6.18242755025370e+000dB,-1.38057096594637e+002°)
3.13350214021627e+001	(6.20064321518067e+000dB,-1.38049311300897e+002°)
3.14072560866707e+001	(6.21889100761600e+000dB,-1.38041851100191e+002°)
3.14796572893241e+001	(6.23717085429048e+000dB,-1.38034717898425e+002°)
3.15522253939866e+001	(6.25548268044135e+000dB,-1.38027913610635e+002°)
3.16249607854073e+001	(6.27382640980206e+000dB,-1.38021440160983e+002°)
3.16978638492219e+001	(6.29220196457505e+000dB,-1.38015299482813e+002°)
3.17709349719552e+001	(6.31060926541399e+000dB,-1.38009493518674e+002°)
3.18441745410231e+001	(6.32904823140383e+000dB,-1.38004024220368e+002°)
3.19175829447343e+001	(6.34751878003973e+000dB,-1.37998893548967e+002°)
3.19911605722930e+001	(6.36602082720145e+000dB,-1.37994103474849e+002°)
3.20649078138005e+001	(6.38455428713936e+000dB,-1.37989655977731e+002°)
3.21388250602572e+001	(6.40311907244632e+000dB,-1.37985553046705e+002°)
3.22129127035651e+001	(6.42171509403617e+000dB,-1.37981796680248e+002°)
3.22871711365294e+001	(6.44034226112561e+000dB,-1.37978388886271e+002°)
3.23616007528610e+001	(6.45900048120536e+000dB,-1.37975331682136e+002°)
3.24362019471783e+001	(6.47768966002227e+000dB,-1.37972627094688e+002°)
3.25109751150093e+001	(6.49640970155523e+000dB,-1.37970277160292e+002°)
3.25859206527941e+001	(6.51516050798531e+000dB,-1.37968283924813e+002°)
3.26610389578863e+001	(6.53394197968129e+000dB,-1.37966649443707e+002°)
3.27363304285558e+001	(6.55275401517028e+000dB,-1.37965375782000e+002°)
3.28117954639904e+001	(6.57159651111240e+000dB,-1.37964465014326e+002°)
3.28874344642983e+001	(6.59046936227662e+000dB,-1.37963919224927e+002°)
3.29632478305098e+001	(6.60937246151776e+000dB,-1.37963740507714e+002°)
3.30392359645799e+001	(6.62830569974813e+000dB,-1.37963930966250e+002°)
3.31153992693902e+001	(6.64726896591501e+000dB,-1.37964492713794e+002°)
3.31917381487508e+001	(6.66626214697024e+000dB,-1.37965427873301e+002°)
3.32682530074030e+001	(6.68528512784668e+000dB,-1.37966738577438e+002°)
3.33449442510209e+001	(6.70433779143126e+000dB,-1.37968426968622e+002°)
3.34218122862138e+001	(6.72342001853707e+000dB,-1.37970495199005e+002°)
3.34988575205284e+001	(6.74253168787480e+000dB,-1.37972945430506e+002°)
3.35760803624508e+001	(6.76167267602762e+000dB,-1.37975779834808e+002°)
3.36534812214090e+001	(6.78084285742314e+000dB,-1.37979000593389e+002°)
3.37310605077744e+001	(6.80004210430049e+000dB,-1.37982609897509e+002°)
3.38088186328649e+001	(6.81927028668672e+000dB,-1.37986609948224e+002°)
3.38867560089462e+001	(6.83852727236491e+000dB,-1.37991002956404e+002°)
3.39648730492345e+001	(6.85781292684372e+000dB,-1.37995791142711e+002°)
3.40431701678986e+001	(6.87712711333083e+000dB,-1.38000976737634e+002°)
3.41216477800621e+001	(6.89646969270070e+000dB,-1.38006561981464e+002°)
3.42003063018053e+001	(6.91584052346346e+000dB,-1.38012549124304e+002°)
3.42791461501681e+001	(6.93523946173643e+000dB,-1.38018940426078e+002°)
3.43581677431514e+001	(6.95466636120913e+000dB,-1.38025738156500e+002°)
3.44373714997197e+001	(6.97412107311464e+000dB,-1.38032944595095e+002°)
3.45167578398037e+001	(6.99360344619797e+000dB,-1.38040562031177e+002°)
3.45963271843016e+001	(7.01311332667883e+000dB,-1.38048592763836e+002°)
3.46760799550823e+001	(7.03265055822550e+000dB,-1.38057039101944e+002°)
3.47560165749871e+001	(7.05221498191895e+000dB,-1.38065903364133e+002°)
3.48361374678319e+001	(7.07180643621821e+000dB,-1.38075187878775e+002°)
3.49164430584097e+001	(7.09142475692645e+000dB,-1.38084894983960e+002°)
3.49969337724927e+001	(7.11106977715817e+000dB,-1.38095027027500e+002°)
3.50776100368348e+001	(7.13074132730581e+000dB,-1.38105586366881e+002°)
3.51584722791734e+001	(7.15043923500187e+000dB,-1.38116575369258e+002°)
3.52395209282322e+001	(7.17016332508534e+000dB,-1.38127996411419e+002°)
3.53207564137229e+001	(7.18991341956364e+000dB,-1.38139851879755e+002°)
3.54021791663480e+001	(7.20968933758143e+000dB,-1.38152144170236e+002°)
3.54837896178029e+001	(7.22949089537981e+000dB,-1.38164875688380e+002°)
3.55655882007780e+001	(7.24931790625904e+000dB,-1.38178048849206e+002°)
3.56475753489613e+001	(7.26917018054572e+000dB,-1.38191666077207e+002°)
3.57297514970406e+001	(7.28904752555013e+000dB,-1.38205729806288e+002°)
3.58121170807054e+001	(7.30894974553138e+000dB,-1.38220242479762e+002°)
3.58946725366501e+001	(7.32887664165712e+000dB,-1.38235206550252e+002°)
3.59774183025753e+001	(7.34882801196802e+000dB,-1.38250624479696e+002°)
3.60603548171909e+001	(7.36880365133248e+000dB,-1.38266498739243e+002°)
3.61434825202181e+001	(7.38880335141335e+000dB,-1.38282831809233e+002°)
3.62268018523916e+001	(7.40882690062616e+000dB,-1.38299626179136e+002°)
3.63103132554622e+001	(7.42887408409367e+000dB,-1.38316884347457e+002°)
3.63940171721992e+001	(7.44894468361369e+000dB,-1.38334608821718e+002°)
3.64779140463923e+001	(7.46903847761158e+000dB,-1.38352802118360e+002°)
3.65620043228544e+001	(7.48915524110107e+000dB,-1.38371466762674e+002°)
3.66462884474238e+001	(7.50929474564223e+000dB,-1.38390605288746e+002°)
3.67307668669664e+001	(7.52945675929825e+000dB,-1.38410220239353e+002°)
3.68154400293786e+001	(7.54964104659369e+000dB,-1.38430314165888e+002°)
3.69003083835890e+001	(7.56984736847109e+000dB,-1.38450889628291e+002°)
3.69853723795611e+001	(7.59007548224705e+000dB,-1.38471949194940e+002°)
3.70706324682957e+001	(7.61032514156902e+000dB,-1.38493495442568e+002°)
3.71560891018335e+001	(7.63059609637160e+000dB,-1.38515530956166e+002°)
3.72417427332568e+001	(7.65088809283031e+000dB,-1.38538058328872e+002°)
3.73275938166929e+001	(7.67120087331679e+000dB,-1.38561080161878e+002°)
3.74136428073155e+001	(7.69153417635470e+000dB,-1.38584599064320e+002°)
3.74998901613479e+001	(7.71188773657369e+000dB,-1.38608617653156e+002°)
3.75863363360649e+001	(7.73226128466136e+000dB,-1.38633138553051e+002°)
3.76729817897955e+001	(7.75265454732019e+000dB,-1.38658164396261e+002°)
3.77598269819254e+001	(7.77306724721778e+000dB,-1.38683697822505e+002°)
3.78468723728990e+001	(7.79349910293877e+000dB,-1.38709741478821e+002°)
3.79341184242224e+001	(7.81394982894155e+000dB,-1.38736298019451e+002°)
3.80215655984655e+001	(7.83441913550743e+000dB,-1.38763370105685e+002°)
3.81092143592644e+001	(7.85490672869061e+000dB,-1.38790960405719e+002°)
3.81970651713242e+001	(7.87541231027298e+000dB,-1.38819071594495e+002°)
3.82851185004212e+001	(7.89593557771425e+000dB,-1.38847706353575e+002°)
3.83733748134052e+001	(7.91647622410085e+000dB,-1.38876867370951e+002°)
3.84618345782026e+001	(7.93703393809718e+000dB,-1.38906557340878e+002°)
3.85504982638182e+001	(7.95760840389800e+000dB,-1.38936778963732e+002°)
3.86393663403379e+001	(7.97819930117358e+000dB,-1.38967534945802e+002°)
3.87284392789316e+001	(7.99880630502076e+000dB,-1.38998827999114e+002°)
3.88177175518550e+001	(8.01942908591596e+000dB,-1.39030660841261e+002°)
3.89072016324527e+001	(8.04006730965946e+000dB,-1.39063036195192e+002°)
3.89968919951603e+001	(8.06072063732100e+000dB,-1.39095956789003e+002°)
3.90867891155073e+001	(8.08138872519748e+000dB,-1.39129425355764e+002°)
3.91768934701192e+001	(8.10207122475240e+000dB,-1.39163444633270e+002°)
3.92672055367204e+001	(8.12276778256595e+000dB,-1.39198017363847e+002°)
3.93577257941363e+001	(8.14347804028293e+000dB,-1.39233146294120e+002°)
3.94484547222965e+001	(8.16420163456126e+000dB,-1.39268834174782e+002°)
3.95393928022366e+001	(8.18493819701476e+000dB,-1.39305083760356e+002°)
3.96305405161014e+001	(8.20568735416178e+000dB,-1.39341897808940e+002°)
3.97218983471468e+001	(8.22644872737361e+000dB,-1.39379279081978e+002°)
3.98134667797432e+001	(8.24722193281807e+000dB,-1.39417230343996e+002°)
3.99052462993770e+001	(8.26800658140565e+000dB,-1.39455754362315e+002°)
3.99972373926543e+001	(8.28880227873609e+000dB,-1.39494853906809e+002°)
4.00894405473026e+001	(8.30960862504308e+000dB,-1.39534531749606e+002°)
4.01818562521740e+001	(8.33042521513960e+000dB,-1.39574790664797e+002°)
4.02744849972472e+001	(8.35125163836558e+000dB,-1.39615633428180e+002°)
4.03673272736306e+001	(8.37208747852835e+000dB,-1.39657062816898e+002°)
4.04603835735648e+001	(8.39293231385235e+000dB,-1.39699081609184e+002°)
4.05536543904250e+001	(8.41378571691982e+000dB,-1.39741692584008e+002°)
4.06471402187238e+001	(8.43464725461976e+000dB,-1.39784898520773e+002°)
4.07408415541138e+001	(8.45551648808669e+000dB,-1.39828702198962e+002°)
4.08347588933900e+001	(8.47639297265300e+000dB,-1.39873106397822e+002°)
4.09288927344929e+001	(8.49727625778675e+000dB,-1.39918113895987e+002°)
4.10232435765107e+001	(8.51816588703823e+000dB,-1.39963727471137e+002°)
4.11178119196822e+001	(8.53906139798539e+000dB,-1.40009949899623e+002°)
4.12125982653994e+001	(8.55996232217858e+000dB,-1.40056783956094e+002°)
4.13076031162100e+001	(8.58086818508120e+000dB,-1.40104232413115e+002°)
4.14028269758202e+001	(8.60177850602050e+000dB,-1.40152298040767e+002°)
4.14982703490976e+001	(8.62269279812542e+000dB,-1.40200983606246e+002°)
4.15939337420733e+001	(8.64361056827709e+000dB,-1.40250291873459e+002°)
4.16898176619451e+001	(8.66453131704834e+000dB,-1.40300225602594e+002°)
4.17859226170801e+001	(8.68545453865359e+000dB,-1.40350787549696e+002°)
4.18822491170172e+001	(8.70637972088884e+000dB,-1.40401980466209e+002°)
4.19787976724698e+001	(8.72730634508136e+000dB,-1.40453807098563e+002°)
4.20755687953288e+001	(8.74823388603158e+000dB,-1.40506270187675e+002°)
4.21725629986651e+001	(8.76916181196032e+000dB,-1.40559372468499e+002°)
4.22697807967323e+001	(8.79008958445401e+000dB,-1.40613116669548e+002°)
4.23672227049694e+001	(8.81101665841152e+000dB,-1.40667505512399e+002°)
4.24648892400037e+001	(8.83194248198984e+000dB,-1.40722541711196e+002°)
4.25627809196535e+001	(8.85286649655055e+000dB,-1.40778227972134e+002°)
4.26608982629308e+001	(8.87378813660718e+000dB,-1.40834566992947e+002°)
4.27592417900439e+001	(8.89470682977341e+000dB,-1.40891561462368e+002°)
4.28578120224005e+001	(8.91562199670811e+000dB,-1.40949214059592e+002°)
4.29566094826100e+001	(8.93653305106806e+000dB,-1.41007527453725e+002°)
4.30556346944868e+001	(8.95743939945230e+000dB,-1.41066504303218e+002°)
4.31548881830526e+001	(8.97834044135387e+000dB,-1.41126147255286e+002°)
4.32543704745397e+001	(8.99923556910881e+000dB,-1.41186458945332e+002°)
4.33540820963932e+001	(9.02012416784730e+000dB,-1.41247441996347e+002°)
4.34540235772742e+001	(9.04100561544184e+000dB,-1.41309099018294e+002°)
4.35541954470625e+001	(9.06187928246299e+000dB,-1.41371432607505e+002°)
4.36545982368593e+001	(9.08274453212881e+000dB,-1.41434445346029e+002°)
4.37552324789903e+001	(9.10360072025796e+000dB,-1.41498139801004e+002°)
4.38560987070082e+001	(9.12444719522435e+000dB,-1.41562518524001e+002°)
4.39571974556958e+001	(9.14528329791170e+000dB,-1.41627584050346e+002°)
4.40585292610684e+001	(9.16610836166823e+000dB,-1.41693338898453e+002°)
4.41600946603773e+001	(9.18692171226317e+000dB,-1.41759785569140e+002°)
4.42618941921120e+001	(9.20772266784264e+000dB,-1.41826926544903e+002°)
4.43639283960036e+001	(9.22851053889032e+000dB,-1.41894764289227e+002°)
4.44661978130273e+001	(9.24928462818500e+000dB,-1.41963301245844e+002°)
4.45687029854053e+001	(9.27004423076088e+000dB,-1.42032539838016e+002°)
4.46714444566099e+001	(9.29078863386741e+000dB,-1.42102482467742e+002°)
4.47744227713660e+001	(9.31151711693519e+000dB,-1.42173131515041e+002°)
4.48776384756546e+001	(9.33222895153591e+000dB,-1.42244489337155e+002°)
4.49810921167148e+001	(9.35292340134831e+000dB,-1.42316558267761e+002°)
4.50847842430478e+001	(9.37359972212520e+000dB,-1.42389340616170e+002°)
4.51887154044188e+001	(9.39425716165949e+000dB,-1.42462838666533e+002°)
4.52928861518604e+001	(9.41489495975492e+000dB,-1.42537054676989e+002°)
4.53972970376756e+001	(9.43551234819273e+000dB,-1.42611990878853e+002°)
4.55019486154406e+001	(9.45610855070800e+000dB,-1.42687649475742e+002°)
