Freq.	V(cascada)
2.34979510987905e+001	(-4.18569017623825e+000dB,1.40999613421677e+002°)
2.35521194704161e+001	(-4.19968845535957e+000dB,1.40963720985863e+002°)
2.36064127130345e+001	(-4.21372079825494e+000dB,1.40927974892290e+002°)
2.36608311145032e+001	(-4.22778722381458e+000dB,1.40892376221795e+002°)
2.37153749633431e+001	(-4.24188775058054e+000dB,1.40856926059754e+002°)
2.37700445487403e+001	(-4.25602239675816e+000dB,1.40821625496055e+002°)
2.38248401605474e+001	(-4.27019118019947e+000dB,1.40786475625189e+002°)
2.38797620892854e+001	(-4.28439411840757e+000dB,1.40751477546230e+002°)
2.39348106261448e+001	(-4.29863122852491e+000dB,1.40716632362925e+002°)
2.39899860629875e+001	(-4.31290252734280e+000dB,1.40681941183617e+002°)
2.40452886923482e+001	(-4.32720803129393e+000dB,1.40647405121363e+002°)
2.41007188074358e+001	(-4.34154775644118e+000dB,1.40613025293921e+002°)
2.41562767021355e+001	(-4.35592171847690e+000dB,1.40578802823805e+002°)
2.42119626710095e+001	(-4.37032993272382e+000dB,1.40544738838270e+002°)
2.42677770092994e+001	(-4.38477241413564e+000dB,1.40510834469378e+002°)
2.43237200129273e+001	(-4.39924917728174e+000dB,1.40477090854002e+002°)
2.43797919784972e+001	(-4.41376023634641e+000dB,1.40443509133874e+002°)
2.44359932032973e+001	(-4.42830560513021e+000dB,1.40410090455607e+002°)
2.44923239853009e+001	(-4.44288529704762e+000dB,1.40376835970708e+002°)
2.45487846231680e+001	(-4.45749932510586e+000dB,1.40343746835665e+002°)
2.46053754162475e+001	(-4.47214770193065e+000dB,1.40310824211847e+002°)
2.46620966645781e+001	(-4.48683043973874e+000dB,1.40278069265708e+002°)
2.47189486688901e+001	(-4.50154755033342e+000dB,1.40245483168684e+002°)
2.47759317306073e+001	(-4.51629904511136e+000dB,1.40213067097292e+002°)
2.48330461518481e+001	(-4.53108493506298e+000dB,1.40180822233095e+002°)
2.48902922354276e+001	(-4.54590523075216e+000dB,1.40148749762820e+002°)
2.49476702848587e+001	(-4.56075994231683e+000dB,1.40116850878322e+002°)
2.50051806043543e+001	(-4.57564907947677e+000dB,1.40085126776632e+002°)
2.50628234988282e+001	(-4.59057265150488e+000dB,1.40053578660014e+002°)
2.51205992738974e+001	(-4.60553066725826e+000dB,1.40022207735936e+002°)
2.51785082358832e+001	(-4.62052313513461e+000dB,1.39991015217177e+002°)
2.52365506918133e+001	(-4.63555006308241e+000dB,1.39960002321848e+002°)
2.52947269494229e+001	(-4.65061145862526e+000dB,1.39929170273312e+002°)
2.53530373171568e+001	(-4.66570732880248e+000dB,1.39898520300396e+002°)
2.54114821041707e+001	(-4.68083768020721e+000dB,1.39868053637285e+002°)
2.54700616203331e+001	(-4.69600251896183e+000dB,1.39837771523613e+002°)
2.55287761762267e+001	(-4.71120185072806e+000dB,1.39807675204473e+002°)
2.55876260831504e+001	(-4.72643568067224e+000dB,1.39777765930508e+002°)
2.56466116531203e+001	(-4.74170401349590e+000dB,1.39748044957861e+002°)
2.57057331988722e+001	(-4.75700685341166e+000dB,1.39718513548256e+002°)
2.57649910338625e+001	(-4.77234420413175e+000dB,1.39689172969033e+002°)
2.58243854722705e+001	(-4.78771606888496e+000dB,1.39660024493164e+002°)
2.58839168289996e+001	(-4.80312245038138e+000dB,1.39631069399311e+002°)
2.59435854196790e+001	(-4.81856335083668e+000dB,1.39602308971831e+002°)
2.60033915606657e+001	(-4.83403877194095e+000dB,1.39573744500864e+002°)
2.60633355690458e+001	(-4.84954871486906e+000dB,1.39545377282303e+002°)
2.61234177626367e+001	(-4.86509318026675e+000dB,1.39517208617868e+002°)
2.61836384599880e+001	(-4.88067216826026e+000dB,1.39489239815119e+002°)
2.62439979803839e+001	(-4.89628567841872e+000dB,1.39461472187536e+002°)
2.63044966438446e+001	(-4.91193370977665e+000dB,1.39433907054520e+002°)
2.63651347711280e+001	(-4.92761626081932e+000dB,1.39406545741409e+002°)
2.64259126837313e+001	(-4.94333332946570e+000dB,1.39379389579594e+002°)
2.64868307038931e+001	(-4.95908491308009e+000dB,1.39352439906453e+002°)
2.65478891545946e+001	(-4.97487100845009e+000dB,1.39325698065477e+002°)
2.66090883595617e+001	(-4.99069161179617e+000dB,1.39299165406236e+002°)
2.66704286432663e+001	(-5.00654671874146e+000dB,1.39272843284475e+002°)
2.67319103309287e+001	(-5.02243632432638e+000dB,1.39246733062116e+002°)
2.67935337485185e+001	(-5.03836042299108e+000dB,1.39220836107330e+002°)
2.68552992227571e+001	(-5.05431900857568e+000dB,1.39195153794489e+002°)
2.69172070811188e+001	(-5.07031207429507e+000dB,1.39169687504378e+002°)
2.69792576518329e+001	(-5.08633961275798e+000dB,1.39144438624024e+002°)
2.70414512638854e+001	(-5.10240161593757e+000dB,1.39119408546879e+002°)
2.71037882470205e+001	(-5.11849807518134e+000dB,1.39094598672799e+002°)
2.71662689317429e+001	(-5.13462898117713e+000dB,1.39070010408136e+002°)
2.72288936493188e+001	(-5.15079432398232e+000dB,1.39045645165694e+002°)
2.72916627317783e+001	(-5.16699409298573e+000dB,1.39021504364827e+002°)
2.73545765119168e+001	(-5.18322827690517e+000dB,1.38997589431492e+002°)
2.74176353232969e+001	(-5.19949686379705e+000dB,1.38973901798246e+002°)
2.74808395002501e+001	(-5.21579984102688e+000dB,1.38950442904289e+002°)
2.75441893778787e+001	(-5.23213719526226e+000dB,1.38927214195574e+002°)
2.76076852920575e+001	(-5.24850891248663e+000dB,1.38904217124707e+002°)
2.76713275794354e+001	(-5.26491497795891e+000dB,1.38881453151170e+002°)
2.77351165774376e+001	(-5.28135537623317e+000dB,1.38858923741185e+002°)
2.77990526242669e+001	(-5.29783009112993e+000dB,1.38836630367895e+002°)
2.78631360589058e+001	(-5.31433910573140e+000dB,1.38814574511314e+002°)
2.79273672211185e+001	(-5.33088240239014e+000dB,1.38792757658376e+002°)
2.79917464514521e+001	(-5.34745996268259e+000dB,1.38771181303067e+002°)
2.80562740912389e+001	(-5.36407176744004e+000dB,1.38749846946323e+002°)
2.81209504825981e+001	(-5.38071779670843e+000dB,1.38728756096235e+002°)
2.81857759684373e+001	(-5.39739802975437e+000dB,1.38707910267925e+002°)
2.82507508924549e+001	(-5.41411244505062e+000dB,1.38687310983726e+002°)
2.83158755991414e+001	(-5.43086102027125e+000dB,1.38666959773110e+002°)
2.83811504337816e+001	(-5.44764373227632e+000dB,1.38646858172794e+002°)
2.84465757424562e+001	(-5.46446055708668e+000dB,1.38627007726836e+002°)
2.85121518720435e+001	(-5.48131146991669e+000dB,1.38607409986513e+002°)
2.85778791702218e+001	(-5.49819644510063e+000dB,1.38588066510580e+002°)
2.86437579854706e+001	(-5.51511545614941e+000dB,1.38568978865085e+002°)
2.87097886670729e+001	(-5.53206847569030e+000dB,1.38550148623573e+002°)
2.87759715651167e+001	(-5.54905547546163e+000dB,1.38531577367133e+002°)
2.88423070304971e+001	(-5.56607642633331e+000dB,1.38513266684278e+002°)
2.89087954149183e+001	(-5.58313129827129e+000dB,1.38495218171133e+002°)
2.89754370708950e+001	(-5.60022006031023e+000dB,1.38477433431490e+002°)
2.90422323517546e+001	(-5.61734268057703e+000dB,1.38459914076743e+002°)
2.91091816116391e+001	(-5.63449912624646e+000dB,1.38442661726025e+002°)
2.91762852055067e+001	(-5.65168936356314e+000dB,1.38425678006185e+002°)
2.92435434891341e+001	(-5.66891335779742e+000dB,1.38408964551841e+002°)
2.93109568191180e+001	(-5.68617107324713e+000dB,1.38392523005509e+002°)
2.93785255528771e+001	(-5.70346247321270e+000dB,1.38376355017540e+002°)
2.94462500486541e+001	(-5.72078752001920e+000dB,1.38360462246156e+002°)
2.95141306655176e+001	(-5.73814617495164e+000dB,1.38344846357599e+002°)
2.95821677633639e+001	(-5.75553839829283e+000dB,1.38329509026074e+002°)
2.96503617029188e+001	(-5.77296414925967e+000dB,1.38314451933848e+002°)
2.97187128457399e+001	(-5.79042338603701e+000dB,1.38299676771247e+002°)
2.97872215542180e+001	(-5.80791606572646e+000dB,1.38285185236767e+002°)
2.98558881915797e+001	(-5.82544214435852e+000dB,1.38270979037011e+002°)
2.99247131218884e+001	(-5.84300157685767e+000dB,1.38257059886848e+002°)
2.99936967100472e+001	(-5.86059431704690e+000dB,1.38243429509357e+002°)
3.00628393218002e+001	(-5.87822031761130e+000dB,1.38230089635934e+002°)
3.01321413237346e+001	(-5.89587953011778e+000dB,1.38217042006262e+002°)
3.02016030832827e+001	(-5.91357190494081e+000dB,1.38204288368514e+002°)
3.02712249687239e+001	(-5.93129739132348e+000dB,1.38191830479123e+002°)
3.03410073491864e+001	(-5.94905593729561e+000dB,1.38179670103098e+002°)
3.04109505946496e+001	(-5.96684748968563e+000dB,1.38167809013938e+002°)
3.04810550759455e+001	(-5.98467199412370e+000dB,1.38156248993593e+002°)
3.05513211647612e+001	(-6.00252939498077e+000dB,1.38144991832678e+002°)
3.06217492336403e+001	(-6.02041963538518e+000dB,1.38134039330403e+002°)
3.06923396559856e+001	(-6.03834265720597e+000dB,1.38123393294620e+002°)
3.07630928060604e+001	(-6.05629840101052e+000dB,1.38113055541916e+002°)
3.08340090589909e+001	(-6.07428680608090e+000dB,1.38103027897559e+002°)
3.09050887907680e+001	(-6.09230781036160e+000dB,1.38093312195646e+002°)
3.09763323782493e+001	(-6.11036135047439e+000dB,1.38083910279051e+002°)
3.10477401991613e+001	(-6.12844736167833e+000dB,1.38074823999529e+002°)
3.11193126321012e+001	(-6.14656577785696e+000dB,1.38066055217722e+002°)
3.11910500565388e+001	(-6.16471653151396e+000dB,1.38057605803160e+002°)
3.12629528528188e+001	(-6.18289955372080e+000dB,1.38049477634409e+002°)
3.13350214021627e+001	(-6.20111477414587e+000dB,1.38041672598946e+002°)
3.14072560866707e+001	(-6.21936212098478e+000dB,1.38034192593350e+002°)
3.14796572893241e+001	(-6.23764152097721e+000dB,1.38027039523292e+002°)
3.15522253939866e+001	(-6.25595289937504e+000dB,1.38020215303463e+002°)
3.16249607854073e+001	(-6.27429617991333e+000dB,1.38013721857788e+002°)
3.16978638492219e+001	(-6.29267128481450e+000dB,1.38007561119292e+002°)
3.17709349719552e+001	(-6.31107813474542e+000dB,1.38001735030238e+002°)
3.18441745410231e+001	(-6.32951664879060e+000dB,1.37996245542175e+002°)
3.19175829447343e+001	(-6.34798674445934e+000dB,1.37991094615882e+002°)
3.19911605722930e+001	(-6.36648833764871e+000dB,1.37986284221419e+002°)
3.20649078138005e+001	(-6.38502134261579e+000dB,1.37981816338234e+002°)
3.21388250602572e+001	(-6.40358567196663e+000dB,1.37977692955123e+002°)
3.22129127035651e+001	(-6.42218123662990e+000dB,1.37973916070250e+002°)
3.22871711365294e+001	(-6.44080794583148e+000dB,1.37970487691258e+002°)
3.23616007528610e+001	(-6.45946570708514e+000dB,1.37967409835172e+002°)
3.24362019471783e+001	(-6.47815442613139e+000dB,1.37964684528612e+002°)
3.25109751150093e+001	(-6.49687400697723e+000dB,1.37962313807567e+002°)
3.25859206527941e+001	(-6.51562435181467e+000dB,1.37960299717654e+002°)
3.26610389578863e+001	(-6.53440536103050e+000dB,1.37958644313984e+002°)
3.27363304285558e+001	(-6.55321693315805e+000dB,1.37957349661317e+002°)
3.28117954639904e+001	(-6.57205896488248e+000dB,1.37956417833937e+002°)
3.28874344642983e+001	(-6.59093135098025e+000dB,1.37955850915813e+002°)
3.29632478305098e+001	(-6.60983398432544e+000dB,1.37955651000550e+002°)
3.30392359645799e+001	(-6.62876675584173e+000dB,1.37955820191399e+002°)
3.31153992693902e+001	(-6.64772955449976e+000dB,1.37956360601290e+002°)
3.31917381487508e+001	(-6.66672226725865e+000dB,1.37957274352891e+002°)
3.32682530074030e+001	(-6.68574477907963e+000dB,1.37958563578519e+002°)
3.33449442510209e+001	(-6.70479697286187e+000dB,1.37960230420308e+002°)
3.34218122862138e+001	(-6.72387872943720e+000dB,1.37962277030061e+002°)
3.34988575205284e+001	(-6.74298992752955e+000dB,1.37964705569425e+002°)
3.35760803624508e+001	(-6.76213044374235e+000dB,1.37967518209751e+002°)
3.36534812214090e+001	(-6.78130015252671e+000dB,1.37970717132182e+002°)
3.37310605077744e+001	(-6.80049892613976e+000dB,1.37974304527649e+002°)
3.38088186328649e+001	(-6.81972663462233e+000dB,1.37978282596905e+002°)
3.38867560089462e+001	(-6.83898314578783e+000dB,1.37982653550472e+002°)
3.39648730492345e+001	(-6.85826832515831e+000dB,1.37987419608714e+002°)
3.40431701678986e+001	(-6.87758203596882e+000dB,1.37992583001755e+002°)
3.41216477800621e+001	(-6.89692413910416e+000dB,1.37998145969606e+002°)
3.42003063018053e+001	(-6.91629449310950e+000dB,1.38004110762008e+002°)
3.42791461501681e+001	(-6.93569295411294e+000dB,1.38010479638560e+002°)
3.43581677431514e+001	(-6.95511937583893e+000dB,1.38017254868640e+002°)
3.44373714997197e+001	(-6.97457360952197e+000dB,1.38024438731478e+002°)
3.45167578398037e+001	(-6.99405550395644e+000dB,1.38032033515987e+002°)
3.45963271843016e+001	(-7.01356490537546e+000dB,1.38040041520946e+002°)
3.46760799550823e+001	(-7.03310165746756e+000dB,1.38048465054934e+002°)
3.47560165749871e+001	(-7.05266560134529e+000dB,1.38057306436184e+002°)
3.48361374678319e+001	(-7.07225657548671e+000dB,1.38066567992771e+002°)
3.49164430584097e+001	(-7.09187441572959e+000dB,1.38076252062408e+002°)
3.49969337724927e+001	(-7.11151895521671e+000dB,1.38086360992577e+002°)
3.50776100368348e+001	(-7.13119002435416e+000dB,1.38096897140452e+002°)
3.51584722791734e+001	(-7.15088745080938e+000dB,1.38107862872808e+002°)
3.52395209282322e+001	(-7.17061105945212e+000dB,1.38119260566106e+002°)
3.53207564137229e+001	(-7.19036067231783e+000dB,1.38131092606362e+002°)
3.54021791663480e+001	(-7.21013610857162e+000dB,1.38143361389256e+002°)
3.54837896178029e+001	(-7.22993718449876e+000dB,1.38156069319897e+002°)
3.55655882007780e+001	(-7.24976371341807e+000dB,1.38169218812995e+002°)
3.56475753489613e+001	(-7.26961550569334e+000dB,1.38182812292664e+002°)
3.57297514970406e+001	(-7.28949236865867e+000dB,1.38196852192506e+002°)
3.58121170807054e+001	(-7.30939410661367e+000dB,1.38211340955415e+002°)
3.58946725366501e+001	(-7.32932052075914e+000dB,1.38226281033711e+002°)
3.59774183025753e+001	(-7.34927140916143e+000dB,1.38241674888950e+002°)
3.60603548171909e+001	(-7.36924656672766e+000dB,1.38257524991957e+002°)
3.61434825202181e+001	(-7.38924578514937e+000dB,1.38273833822693e+002°)
3.62268018523916e+001	(-7.40926885288616e+000dB,1.38290603870273e+002°)
3.63103132554622e+001	(-7.42931555508038e+000dB,1.38307837632874e+002°)
3.63940171721992e+001	(-7.44938567359515e+000dB,1.38325537617596e+002°)
3.64779140463923e+001	(-7.46947898686309e+000dB,1.38343706340572e+002°)
3.65620043228544e+001	(-7.48959526995001e+000dB,1.38362346326722e+002°)
3.66462884474238e+001	(-7.50973429445132e+000dB,1.38381460109785e+002°)
3.67307668669664e+001	(-7.52989582846790e+000dB,1.38401050232152e+002°)
3.68154400293786e+001	(-7.55007963656051e+000dB,1.38421119244889e+002°)
3.69003083835890e+001	(-7.57028547971897e+000dB,1.38441669707554e+002°)
3.69853723795611e+001	(-7.59051311530172e+000dB,1.38462704188138e+002°)
3.70706324682957e+001	(-7.61076229698758e+000dB,1.38484225263061e+002°)
3.71560891018335e+001	(-7.63103277475790e+000dB,1.38506235516935e+002°)
3.72417427332568e+001	(-7.65132429483231e+000dB,1.38528737542528e+002°)
3.73275938166929e+001	(-7.67163659962868e+000dB,1.38551733940663e+002°)
3.74136428073155e+001	(-7.69196942771508e+000dB,1.38575227320110e+002°)
3.74998901613479e+001	(-7.71232251375301e+000dB,1.38599220297498e+002°)
3.75863363360649e+001	(-7.73269558849372e+000dB,1.38623715497082e+002°)
3.76729817897955e+001	(-7.75308837867444e+000dB,1.38648715550791e+002°)
3.77598269819254e+001	(-7.77350060701704e+000dB,1.38674223097949e+002°)
3.78468723728990e+001	(-7.79393199214933e+000dB,1.38700240785260e+002°)
3.79341184242224e+001	(-7.81438224858136e+000dB,1.38726771266587e+002°)
3.80215655984655e+001	(-7.83485108664248e+000dB,1.38753817202850e+002°)
3.81092143592644e+001	(-7.85533821243347e+000dB,1.38781381261902e+002°)
3.81970651713242e+001	(-7.87584332779971e+000dB,1.38809466118295e+002°)
3.82851185004212e+001	(-7.89636613024098e+000dB,1.38838074453227e+002°)
3.83733748134052e+001	(-7.91690631289474e+000dB,1.38867208954385e+002°)
3.84618345782026e+001	(-7.93746356448817e+000dB,1.38896872315593e+002°)
3.85504982638182e+001	(-7.95803756926432e+000dB,1.38927067236899e+002°)
3.86393663403379e+001	(-7.97862800695828e+000dB,1.38957796424201e+002°)
3.87284392789316e+001	(-7.99923455271330e+000dB,1.38989062589198e+002°)
3.88177175518550e+001	(-8.01985687706657e+000dB,1.39020868449100e+002°)
3.89072016324527e+001	(-8.04049464586183e+000dB,1.39053216726553e+002°)
3.89968919951603e+001	(-8.06114752024875e+000dB,1.39086110149215e+002°)
3.90867891155073e+001	(-8.08181515658074e+000dB,1.39119551449825e+002°)
3.91768934701192e+001	(-8.10249720636751e+000dB,1.39153543365851e+002°)
3.92672055367204e+001	(-8.12319331626861e+000dB,1.39188088639217e+002°)
3.93577257941363e+001	(-8.14390312797409e+000dB,1.39223190016239e+002°)
3.94484547222965e+001	(-8.16462627821582e+000dB,1.39258850247227e+002°)
3.95393928022366e+001	(-8.18536239867090e+000dB,1.39295072086351e+002°)
3.96305405161014e+001	(-8.20611111592390e+000dB,1.39331858291376e+002°)
3.97218983471468e+001	(-8.22687205140005e+000dB,1.39369211623386e+002°)
3.98134667797432e+001	(-8.24764482135324e+000dB,1.39407134846550e+002°)
3.99052462993770e+001	(-8.26842903675212e+000dB,1.39445630727852e+002°)
3.99972373926543e+001	(-8.28922430325544e+000dB,1.39484702036856e+002°)
4.00894405473026e+001	(-8.31003022118520e+000dB,1.39524351545270e+002°)
4.01818562521740e+001	(-8.33084638541323e+000dB,1.39564582026912e+002°)
4.02744849972472e+001	(-8.35167238534682e+000dB,1.39605396257249e+002°)
4.03673272736306e+001	(-8.37250780488131e+000dB,1.39646797013018e+002°)
4.04603835735648e+001	(-8.39335222230097e+000dB,1.39688787072193e+002°)
4.05536543904250e+001	(-8.41420521027674e+000dB,1.39731369213330e+002°)
4.06471402187238e+001	(-8.43506633576306e+000dB,1.39774546215574e+002°)
4.07408415541138e+001	(-8.45593515997907e+000dB,1.39818320858045e+002°)
4.08347588933900e+001	(-8.47681123832395e+000dB,1.39862695919692e+002°)
4.09288927344929e+001	(-8.49769412035514e+000dB,1.39907674178781e+002°)
4.10232435765107e+001	(-8.51858334969150e+000dB,1.39953258412746e+002°)
4.11178119196822e+001	(-8.53947846400293e+000dB,1.39999451397552e+002°)
4.12125982653994e+001	(-8.56037899491717e+000dB,1.40046255907580e+002°)
4.13076031162100e+001	(-8.58128446797687e+000dB,1.40093674715079e+002°)
4.14028269758202e+001	(-8.60219440261001e+000dB,1.40141710589773e+002°)
4.14982703490976e+001	(-8.62310831200868e+000dB,1.40190366298639e+002°)
4.15939337420733e+001	(-8.64402570315556e+000dB,1.40239644605217e+002°)
4.16898176619451e+001	(-8.66494607670518e+000dB,1.40289548269433e+002°)
4.17859226170801e+001	(-8.68586892696294e+000dB,1.40340080047031e+002°)
4.18822491170172e+001	(-8.70679374181296e+000dB,1.40391242689197e+002°)
4.19787976724698e+001	(-8.72772000267237e+000dB,1.40443038942017e+002°)
4.20755687953288e+001	(-8.74864718443244e+000dB,1.40495471546187e+002°)
4.21725629986651e+001	(-8.76957475541409e+000dB,1.40548543236344e+002°)
4.22697807967323e+001	(-8.79050217728892e+000dB,1.40602256740777e+002°)
4.23672227049694e+001	(-8.81142890505279e+000dB,1.40656614780749e+002°)
4.24648892400037e+001	(-8.83235438696106e+000dB,1.40711620070186e+002°)
4.25627809196535e+001	(-8.85327806447886e+000dB,1.40767275314998e+002°)
4.26608982629308e+001	(-8.87419937220750e+000dB,1.40823583212682e+002°)
4.27592417900439e+001	(-8.89511773786396e+000dB,1.40880546451739e+002°)
4.28578120224005e+001	(-8.91603258221665e+000dB,1.40938167711083e+002°)
4.29566094826100e+001	(-8.93694331901019e+000dB,1.40996449659650e+002°)
4.30556346944868e+001	(-8.95784935495494e+000dB,1.41055394955605e+002°)
4.31548881830526e+001	(-8.97875008964937e+000dB,1.41115006245969e+002°)
4.32543704745397e+001	(-8.99964491554189e+000dB,1.41175286165898e+002°)
4.33540820963932e+001	(-9.02053321784294e+000dB,1.41236237338257e+002°)
4.34540235772742e+001	(-9.04141437455728e+000dB,1.41297862372721e+002°)
4.35541954470625e+001	(-9.06228775635289e+000dB,1.41360163865472e+002°)
4.36545982368593e+001	(-9.08315272657075e+000dB,1.41423144398347e+002°)
4.37552324789903e+001	(-9.10400864112944e+000dB,1.41486806538307e+002°)
4.38560987070082e+001	(-9.12485484851170e+000dB,1.41551152836755e+002°)
4.39571974556958e+001	(-9.14569068972538e+000dB,1.41616185828865e+002°)
4.40585292610684e+001	(-9.16651549822941e+000dB,1.41681908032867e+002°)
4.41600946603773e+001	(-9.18732859989051e+000dB,1.41748321949465e+002°)
4.42618941921120e+001	(-9.20812931300664e+000dB,1.41815430060962e+002°)
4.43639283960036e+001	(-9.22891694816594e+000dB,1.41883234830699e+002°)
4.44661978130273e+001	(-9.24969080824666e+000dB,1.41951738702371e+002°)
4.45687029854053e+001	(-9.27045018842243e+000dB,1.42020944099026e+002°)
4.46714444566099e+001	(-9.29119437606498e+000dB,1.42090853422618e+002°)
4.47744227713660e+001	(-9.31192265072012e+000dB,1.42161469053026e+002°)
4.48776384756546e+001	(-9.33263428407778e+000dB,1.42232793347421e+002°)
4.49810921167148e+001	(-9.35332853995575e+000dB,1.42304828639382e+002°)
4.50847842430478e+001	(-9.37400467422898e+000dB,1.42377577238158e+002°)
4.51887154044188e+001	(-9.39466193479924e+000dB,1.42451041427889e+002°)
4.52928861518604e+001	(-9.41529956162491e+000dB,1.42525223466573e+002°)
4.53972970376756e+001	(-9.43591678659727e+000dB,1.42600125585533e+002°)
4.55019486154406e+001	(-9.45651283358074e+000dB,1.42675749988378e+002°)
