vcm	V(vout)
-2.000000000000001e-002	-1.644330e-002
-1.000000000000001e-002	-1.633414e-002
-1.040834085586084e-017	-1.622616e-002
9.999999999999990e-003	-1.611935e-002
1.999999999999999e-002	-1.601370e-002
2.999999999999999e-002	-1.590925e-002
3.999999999999999e-002	-1.580606e-002
5.000000000000000e-002	-1.570419e-002
6.000000000000000e-002	-1.560364e-002
6.999999999999999e-002	-1.550437e-002
7.999999999999999e-002	-1.540623e-002
8.999999999999998e-002	-1.530902e-002
1.000000000000000e-001	-1.521251e-002
Step Information: Run=5  (Run: 5/100)
-1.000000000000000e-001	-1.271272e-003
-9.000000000000001e-002	-1.628371e-003
-8.000000000000002e-002	-1.986049e-003
-7.000000000000002e-002	-2.344527e-003
-6.000000000000002e-002	-2.704033e-003
-5.000000000000002e-002	-3.064754e-003
-4.000000000000002e-002	-3.426797e-003
-3.000000000000001e-002	-3.790185e-003
-2.000000000000001e-002	-4.154884e-003
-1.000000000000001e-002	-4.520834e-003
-1.040834085586084e-017	-4.887985e-003
9.999999999999990e-003	-5.256310e-003
1.999999999999999e-002	-5.625817e-003
2.999999999999999e-002	-5.996542e-003
3.999999999999999e-002	-6.368541e-003
5.000000000000000e-002	-6.741868e-003
6.000000000000000e-002	-7.116541e-003
6.999999999999999e-002	-7.492505e-003
7.999999999999999e-002	-7.869615e-003
8.999999999999998e-002	-8.247665e-003
1.000000000000000e-001	-8.626421e-003
Step Information: Run=6  (Run: 6/100)
-1.000000000000000e-001	1.125149e-002
-9.000000000000001e-002	1.078568e-002
-8.000000000000002e-002	1.031939e-002
-7.000000000000002e-002	9.852298e-003
-6.000000000000002e-002	9.384185e-003
-5.000000000000002e-002	8.914862e-003
-4.000000000000002e-002	8.444220e-003
-3.000000000000001e-002	7.972235e-003
-2.000000000000001e-002	7.498941e-003
-1.000000000000001e-002	7.024398e-003
-1.040834085586084e-017	6.548656e-003
9.999999999999990e-003	6.071742e-003
1.999999999999999e-002	5.593650e-003
2.999999999999999e-002	5.114342e-003
3.999999999999999e-002	4.633762e-003
5.000000000000000e-002	4.151857e-003
6.000000000000000e-002	3.668610e-003
6.999999999999999e-002	3.184073e-003
7.999999999999999e-002	2.698390e-003
8.999999999999998e-002	2.211769e-003
1.000000000000000e-001	1.724440e-003
Step Information: Run=7  (Run: 7/100)
-1.000000000000000e-001	1.079519e-002
-9.000000000000001e-002	1.084909e-002
-8.000000000000002e-002	1.090250e-002
-7.000000000000002e-002	1.095512e-002
-6.000000000000002e-002	1.100672e-002
-5.000000000000002e-002	1.105711e-002
-4.000000000000002e-002	1.110618e-002
-3.000000000000001e-002	1.115391e-002
-2.000000000000001e-002	1.120033e-002
-1.000000000000001e-002	1.124550e-002
-1.040834085586084e-017	1.128947e-002
9.999999999999990e-003	1.133228e-002
1.999999999999999e-002	1.137390e-002
2.999999999999999e-002	1.141431e-002
3.999999999999999e-002	1.145345e-002
5.000000000000000e-002	1.149127e-002
6.000000000000000e-002	1.152774e-002
6.999999999999999e-002	1.156293e-002
7.999999999999999e-002	1.159697e-002
8.999999999999998e-002	1.163007e-002
1.000000000000000e-001	1.166246e-002
Step Information: Run=8  (Run: 8/100)
-1.000000000000000e-001	1.448852e-002
-9.000000000000001e-002	1.461828e-002
-8.000000000000002e-002	1.474748e-002
-7.000000000000002e-002	1.487588e-002
-6.000000000000002e-002	1.500326e-002
-5.000000000000002e-002	1.512944e-002
-4.000000000000002e-002	1.525430e-002
-3.000000000000001e-002	1.537783e-002
-2.000000000000001e-002	1.550005e-002
-1.000000000000001e-002	1.562103e-002
-1.040834085586084e-017	1.574082e-002
9.999999999999990e-003	1.585943e-002
1.999999999999999e-002	1.597688e-002
2.999999999999999e-002	1.609311e-002
3.999999999999999e-002	1.620808e-002
5.000000000000000e-002	1.632173e-002
6.000000000000000e-002	1.643404e-002
6.999999999999999e-002	1.654507e-002
7.999999999999999e-002	1.665495e-002
8.999999999999998e-002	1.676390e-002
1.000000000000000e-001	1.687213e-002
Step Information: Run=9  (Run: 9/100)
-1.000000000000000e-001	-1.960105e-002
-9.000000000000001e-002	-1.895395e-002
-8.000000000000002e-002	-1.830744e-002
-7.000000000000002e-002	-1.766172e-002
-6.000000000000002e-002	-1.701702e-002
-5.000000000000002e-002	-1.637354e-002
-4.000000000000002e-002	-1.573137e-002
-3.000000000000001e-002	-1.509053e-002
-2.000000000000001e-002	-1.445101e-002
-1.000000000000001e-002	-1.381272e-002
-1.040834085586084e-017	-1.317563e-002
9.999999999999990e-003	-1.253971e-002
1.999999999999999e-002	-1.190496e-002
2.999999999999999e-002	-1.127143e-002
3.999999999999999e-002	-1.063916e-002
5.000000000000000e-002	-1.000822e-002
6.000000000000000e-002	-9.378614e-003
6.999999999999999e-002	-8.750292e-003
7.999999999999999e-002	-8.123113e-003
8.999999999999998e-002	-7.496867e-003
1.000000000000000e-001	-6.871324e-003
Step Information: Run=10  (Run: 10/100)
-1.000000000000000e-001	-4.702944e-003
-9.000000000000001e-002	-4.459689e-003
-8.000000000000002e-002	-4.217013e-003
-7.000000000000002e-002	-3.975138e-003
-6.000000000000002e-002	-3.734291e-003
-5.000000000000002e-002	-3.494657e-003
-4.000000000000002e-002	-3.256345e-003
-3.000000000000001e-002	-3.019376e-003
-2.000000000000001e-002	-2.783717e-003
-1.000000000000001e-002	-2.549308e-003
-1.040834085586084e-017	-2.316099e-003
9.999999999999990e-003	-2.084064e-003
1.999999999999999e-002	-1.853209e-003
2.999999999999999e-002	-1.623572e-003
3.999999999999999e-002	-1.395207e-003
5.000000000000000e-002	-1.168170e-003
6.000000000000000e-002	-9.424767e-004
6.999999999999999e-002	-7.180740e-004
7.999999999999999e-002	-4.948180e-004
8.999999999999998e-002	-2.725014e-004
1.000000000000000e-001	-5.089408e-005
Step Information: Run=11  (Run: 11/100)
-1.000000000000000e-001	-2.084726e-002
-9.000000000000001e-002	-2.041990e-002
-8.000000000000002e-002	-1.999311e-002
-7.000000000000002e-002	-1.956712e-002
-6.000000000000002e-002	-1.914213e-002
-5.000000000000002e-002	-1.871835e-002
-4.000000000000002e-002	-1.829586e-002
-3.000000000000001e-002	-1.787470e-002
-2.000000000000001e-002	-1.745483e-002
-1.000000000000001e-002	-1.703619e-002
-1.040834085586084e-017	-1.661873e-002
9.999999999999990e-003	-1.620242e-002
1.999999999999999e-002	-1.578728e-002
2.999999999999999e-002	-1.537334e-002
3.999999999999999e-002	-1.496065e-002
5.000000000000000e-002	-1.454926e-002
6.000000000000000e-002	-1.413921e-002
6.999999999999999e-002	-1.373042e-002
7.999999999999999e-002	-1.332276e-002
8.999999999999998e-002	-1.291602e-002
1.000000000000000e-001	-1.250998e-002
Step Information: Run=12  (Run: 12/100)
-1.000000000000000e-001	-9.470239e-003
-9.000000000000001e-002	-9.450386e-003
-8.000000000000002e-002	-9.431115e-003
-7.000000000000002e-002	-9.412648e-003
-6.000000000000002e-002	-9.395211e-003
-5.000000000000002e-002	-9.378990e-003
-4.000000000000002e-002	-9.364093e-003
-3.000000000000001e-002	-9.350543e-003
-2.000000000000001e-002	-9.338303e-003
-1.000000000000001e-002	-9.327318e-003
-1.040834085586084e-017	-9.317534e-003
9.999999999999990e-003	-9.308926e-003
1.999999999999999e-002	-9.301500e-003
2.999999999999999e-002	-9.295295e-003
3.999999999999999e-002	-9.290366e-003
5.000000000000000e-002	-9.286766e-003
6.000000000000000e-002	-9.284513e-003
6.999999999999999e-002	-9.283552e-003
7.999999999999999e-002	-9.283740e-003
8.999999999999998e-002	-9.284868e-003
1.000000000000000e-001	-9.286704e-003
Step Information: Run=13  (Run: 13/100)
-1.000000000000000e-001	-1.652982e-002
-9.000000000000001e-002	-1.617001e-002
-8.000000000000002e-002	-1.581077e-002
-7.000000000000002e-002	-1.545233e-002
-6.000000000000002e-002	-1.509491e-002
-5.000000000000002e-002	-1.473869e-002
-4.000000000000002e-002	-1.438379e-002
-3.000000000000001e-002	-1.403022e-002
-2.000000000000001e-002	-1.367795e-002
-1.000000000000001e-002	-1.332692e-002
-1.040834085586084e-017	-1.297708e-002
9.999999999999990e-003	-1.262840e-002
1.999999999999999e-002	-1.228090e-002
2.999999999999999e-002	-1.193460e-002
3.999999999999999e-002	-1.158957e-002
5.000000000000000e-002	-1.124586e-002
6.000000000000000e-002	-1.090348e-002
6.999999999999999e-002	-1.056238e-002
7.999999999999999e-002	-1.022242e-002
8.999999999999998e-002	-9.883384e-003
1.000000000000000e-001	-9.545055e-003
Step Information: Run=14  (Run: 14/100)
-1.000000000000000e-001	-2.240201e-002
-9.000000000000001e-002	-2.171415e-002
-8.000000000000002e-002	-2.102686e-002
-7.000000000000002e-002	-2.034037e-002
-6.000000000000002e-002	-1.965489e-002
-5.000000000000002e-002	-1.897062e-002
-4.000000000000002e-002	-1.828765e-002
-3.000000000000001e-002	-1.760601e-002
-2.000000000000001e-002	-1.692566e-002
-1.000000000000001e-002	-1.624656e-002
-1.040834085586084e-017	-1.556864e-002
9.999999999999990e-003	-1.489187e-002
1.999999999999999e-002	-1.421628e-002
2.999999999999999e-002	-1.354189e-002
3.999999999999999e-002	-1.286876e-002
5.000000000000000e-002	-1.219695e-002
6.000000000000000e-002	-1.152646e-002
6.999999999999999e-002	-1.085726e-002
7.999999999999999e-002	-1.018918e-002
8.999999999999998e-002	-9.522031e-003
1.000000000000000e-001	-8.855580e-003
Step Information: Run=15  (Run: 15/100)
-1.000000000000000e-001	-4.784940e-003
-9.000000000000001e-002	-4.564802e-003
-8.000000000000002e-002	-4.345244e-003
-7.000000000000002e-002	-4.126488e-003
-6.000000000000002e-002	-3.908761e-003
-5.000000000000002e-002	-3.692249e-003
-4.000000000000002e-002	-3.477059e-003
-3.000000000000001e-002	-3.263216e-003
-2.000000000000001e-002	-3.050683e-003
-1.000000000000001e-002	-2.839401e-003
-1.040834085586084e-017	-2.629321e-003
9.999999999999990e-003	-2.420416e-003
1.999999999999999e-002	-2.212692e-003
2.999999999999999e-002	-2.006187e-003
3.999999999999999e-002	-1.800957e-003
5.000000000000000e-002	-1.597055e-003
6.000000000000000e-002	-1.394499e-003
6.999999999999999e-002	-1.193234e-003
7.999999999999999e-002	-9.931179e-004
8.999999999999998e-002	-7.939423e-004
1.000000000000000e-001	-5.954753e-004
Step Information: Run=16  (Run: 16/100)
-1.000000000000000e-001	2.024767e-002
-9.000000000000001e-002	1.988366e-002
-8.000000000000002e-002	1.951908e-002
-7.000000000000002e-002	1.915370e-002
-6.000000000000002e-002	1.878731e-002
-5.000000000000002e-002	1.841972e-002
-4.000000000000002e-002	1.805081e-002
-3.000000000000001e-002	1.768056e-002
-2.000000000000001e-002	1.730901e-002
-1.000000000000001e-002	1.693622e-002
-1.040834085586084e-017	1.656223e-002
9.999999999999990e-003	1.618707e-002
1.999999999999999e-002	1.581074e-002
2.999999999999999e-002	1.543320e-002
3.999999999999999e-002	1.505439e-002
5.000000000000000e-002	1.467427e-002
6.000000000000000e-002	1.429280e-002
6.999999999999999e-002	1.391006e-002
7.999999999999999e-002	1.352616e-002
8.999999999999998e-002	1.314133e-002
1.000000000000000e-001	1.275580e-002
Step Information: Run=17  (Run: 17/100)
-1.000000000000000e-001	-2.286385e-002
-9.000000000000001e-002	-2.237595e-002
-8.000000000000002e-002	-2.188862e-002
-7.000000000000002e-002	-2.140209e-002
-6.000000000000002e-002	-2.091658e-002
-5.000000000000002e-002	-2.043227e-002
-4.000000000000002e-002	-1.994928e-002
-3.000000000000001e-002	-1.946761e-002
-2.000000000000001e-002	-1.898725e-002
-1.000000000000001e-002	-1.850813e-002
-1.040834085586084e-017	-1.803020e-002
9.999999999999990e-003	-1.755343e-002
1.999999999999999e-002	-1.707783e-002
2.999999999999999e-002	-1.660344e-002
3.999999999999999e-002	-1.613032e-002
5.000000000000000e-002	-1.565851e-002
6.000000000000000e-002	-1.518803e-002
6.999999999999999e-002	-1.471884e-002
7.999999999999999e-002	-1.425078e-002
8.999999999999998e-002	-1.378365e-002
1.000000000000000e-001	-1.331722e-002
Step Information: Run=18  (Run: 18/100)
-1.000000000000000e-001	2.058034e-002
-9.000000000000001e-002	1.990764e-002
-8.000000000000002e-002	1.923437e-002
-7.000000000000002e-002	1.856031e-002
-6.000000000000002e-002	1.788524e-002
-5.000000000000002e-002	1.720896e-002
-4.000000000000002e-002	1.653138e-002
-3.000000000000001e-002	1.585246e-002
-2.000000000000001e-002	1.517224e-002
-1.000000000000001e-002	1.449078e-002
-1.040834085586084e-017	1.380812e-002
9.999999999999990e-003	1.312431e-002
1.999999999999999e-002	1.243932e-002
2.999999999999999e-002	1.175313e-002
3.999999999999999e-002	1.106567e-002
5.000000000000000e-002	1.037689e-002
6.000000000000000e-002	9.686788e-003
6.999999999999999e-002	8.995399e-003
7.999999999999999e-002	8.302870e-003
8.999999999999998e-002	7.609408e-003
1.000000000000000e-001	6.915244e-003
Step Information: Run=19  (Run: 19/100)
-1.000000000000000e-001	8.200375e-003
-9.000000000000001e-002	8.357522e-003
-8.000000000000002e-002	8.514081e-003
-7.000000000000002e-002	8.669830e-003
-6.000000000000002e-002	8.824537e-003
-5.000000000000002e-002	8.978012e-003
-4.000000000000002e-002	9.130146e-003
-3.000000000000001e-002	9.280916e-003
-2.000000000000001e-002	9.430356e-003
-1.000000000000001e-002	9.578525e-003
-1.040834085586084e-017	9.725477e-003
9.999999999999990e-003	9.871235e-003
1.999999999999999e-002	1.001580e-002
2.999999999999999e-002	1.015912e-002
3.999999999999999e-002	1.030115e-002
5.000000000000000e-002	1.044184e-002
6.000000000000000e-002	1.058116e-002
6.999999999999999e-002	1.071917e-002
7.999999999999999e-002	1.085601e-002
8.999999999999998e-002	1.099190e-002
1.000000000000000e-001	1.112706e-002
Step Information: Run=20  (Run: 20/100)
-1.000000000000000e-001	-1.560175e-002
-9.000000000000001e-002	-1.549187e-002
-8.000000000000002e-002	-1.538257e-002
-7.000000000000002e-002	-1.527406e-002
-6.000000000000002e-002	-1.516657e-002
-5.000000000000002e-002	-1.506029e-002
-4.000000000000002e-002	-1.495532e-002
-3.000000000000001e-002	-1.485169e-002
-2.000000000000001e-002	-1.474935e-002
-1.000000000000001e-002	-1.464826e-002
-1.040834085586084e-017	-1.454835e-002
9.999999999999990e-003	-1.444961e-002
1.999999999999999e-002	-1.435205e-002
2.999999999999999e-002	-1.425569e-002
3.999999999999999e-002	-1.416059e-002
5.000000000000000e-002	-1.406682e-002
6.000000000000000e-002	-1.397437e-002
6.999999999999999e-002	-1.388321e-002
7.999999999999999e-002	-1.379318e-002
8.999999999999998e-002	-1.370409e-002
1.000000000000000e-001	-1.361569e-002
Step Information: Run=21  (Run: 21/100)
-1.000000000000000e-001	-4.785898e-003
-9.000000000000001e-002	-4.495518e-003
-8.000000000000002e-002	-4.205720e-003
-7.000000000000002e-002	-3.916727e-003
-6.000000000000002e-002	-3.628767e-003
-5.000000000000002e-002	-3.342026e-003
-4.000000000000002e-002	-3.056612e-003
-3.000000000000001e-002	-2.772550e-003
-2.000000000000001e-002	-2.489803e-003
-1.000000000000001e-002	-2.208313e-003
-1.040834085586084e-017	-1.928028e-003
9.999999999999990e-003	-1.648923e-003
1.999999999999999e-002	-1.371004e-003
2.999999999999999e-002	-1.094308e-003
3.999999999999999e-002	-8.188912e-004
5.000000000000000e-002	-5.448085e-004
6.000000000000000e-002	-2.720767e-004
6.999999999999999e-002	-6.411040e-007
7.999999999999999e-002	2.696411e-004
8.999999999999998e-002	5.389790e-004
1.000000000000000e-001	8.076054e-004
Step Information: Run=22  (Run: 22/100)
-1.000000000000000e-001	-2.705127e-004
-9.000000000000001e-002	-4.595676e-005
-8.000000000000002e-002	1.780174e-004
-7.000000000000002e-002	4.011875e-004
-6.000000000000002e-002	6.233254e-004
-5.000000000000002e-002	8.442444e-004
-4.000000000000002e-002	1.063837e-003
-3.000000000000001e-002	1.282078e-003
-2.000000000000001e-002	1.499004e-003
-1.000000000000001e-002	1.714673e-003
-1.040834085586084e-017	1.929138e-003
9.999999999999990e-003	2.142422e-003
1.999999999999999e-002	2.354521e-003
2.999999999999999e-002	2.565398e-003
3.999999999999999e-002	2.774994e-003
5.000000000000000e-002	2.983259e-003
6.000000000000000e-002	3.190172e-003
6.999999999999999e-002	3.395789e-003
7.999999999999999e-002	3.600252e-003
8.999999999999998e-002	3.803772e-003
1.000000000000000e-001	4.006579e-003
Step Information: Run=23  (Run: 23/100)
-1.000000000000000e-001	7.222764e-003
-9.000000000000001e-002	7.175400e-003
-8.000000000000002e-002	7.127461e-003
-7.000000000000002e-002	7.078727e-003
-6.000000000000002e-002	7.028972e-003
-5.000000000000002e-002	6.978010e-003
-4.000000000000002e-002	6.925732e-003
-3.000000000000001e-002	6.872116e-003
-2.000000000000001e-002	6.817196e-003
-1.000000000000001e-002	6.761031e-003
-1.040834085586084e-017	6.703670e-003
9.999999999999990e-003	6.645141e-003
1.999999999999999e-002	6.585436e-003
2.999999999999999e-002	6.524520e-003
3.999999999999999e-002	6.462336e-003
5.000000000000000e-002	6.398831e-003
6.000000000000000e-002	6.333988e-003
6.999999999999999e-002	6.267860e-003
7.999999999999999e-002	6.200588e-003
8.999999999999998e-002	6.132380e-003
1.000000000000000e-001	6.063464e-003
Step Information: Run=24  (Run: 24/100)
-1.000000000000000e-001	-8.128402e-003
-9.000000000000001e-002	-7.873900e-003
-8.000000000000002e-002	-7.619977e-003
-7.000000000000002e-002	-7.366853e-003
-6.000000000000002e-002	-7.114754e-003
-5.000000000000002e-002	-6.863866e-003
-4.000000000000002e-002	-6.614294e-003
-3.000000000000001e-002	-6.366064e-003
-2.000000000000001e-002	-6.119139e-003
-1.000000000000001e-002	-5.873461e-003
-1.040834085586084e-017	-5.628979e-003
9.999999999999990e-003	-5.385668e-003
1.999999999999999e-002	-5.143534e-003
2.999999999999999e-002	-4.902614e-003
3.999999999999999e-002	-4.662964e-003
5.000000000000000e-002	-4.424638e-003
6.000000000000000e-002	-4.187652e-003
6.999999999999999e-002	-3.951952e-003
7.999999999999999e-002	-3.717397e-003
8.999999999999998e-002	-3.483778e-003
1.000000000000000e-001	-3.250864e-003
Step Information: Run=25  (Run: 25/100)
-1.000000000000000e-001	-1.562132e-002
-9.000000000000001e-002	-1.527178e-002
-8.000000000000002e-002	-1.492281e-002
-7.000000000000002e-002	-1.457464e-002
-6.000000000000002e-002	-1.422747e-002
-5.000000000000002e-002	-1.388150e-002
-4.000000000000002e-002	-1.353683e-002
-3.000000000000001e-002	-1.319349e-002
-2.000000000000001e-002	-1.285143e-002
-1.000000000000001e-002	-1.251061e-002
-1.040834085586084e-017	-1.217096e-002
9.999999999999990e-003	-1.183248e-002
1.999999999999999e-002	-1.149515e-002
2.999999999999999e-002	-1.115903e-002
3.999999999999999e-002	-1.082415e-002
5.000000000000000e-002	-1.049059e-002
6.000000000000000e-002	-1.015835e-002
6.999999999999999e-002	-9.827381e-003
7.999999999999999e-002	-9.497541e-003
8.999999999999998e-002	-9.168625e-003
1.000000000000000e-001	-8.840405e-003
Step Information: Run=26  (Run: 26/100)
-1.000000000000000e-001	1.189463e-002
-9.000000000000001e-002	1.143740e-002
-8.000000000000002e-002	1.097970e-002
-7.000000000000002e-002	1.052120e-002
-6.000000000000002e-002	1.006169e-002
-5.000000000000002e-002	9.600972e-003
-4.000000000000002e-002	9.138945e-003
-3.000000000000001e-002	8.675585e-003
-2.000000000000001e-002	8.210924e-003
-1.000000000000001e-002	7.745020e-003
-1.040834085586084e-017	7.277925e-003
9.999999999999990e-003	6.809664e-003
1.999999999999999e-002	6.340233e-003
2.999999999999999e-002	5.869593e-003
3.999999999999999e-002	5.397690e-003
5.000000000000000e-002	4.924471e-003
6.000000000000000e-002	4.449916e-003
6.999999999999999e-002	3.974081e-003
7.999999999999999e-002	3.497105e-003
8.999999999999998e-002	3.019196e-003
1.000000000000000e-001	2.540584e-003
Step Information: Run=27  (Run: 27/100)
-1.000000000000000e-001	2.670848e-002
-9.000000000000001e-002	2.584635e-002
-8.000000000000002e-002	2.498366e-002
-7.000000000000002e-002	2.412019e-002
-6.000000000000002e-002	2.325570e-002
-5.000000000000002e-002	2.239003e-002
-4.000000000000002e-002	2.152305e-002
-3.000000000000001e-002	2.065474e-002
-2.000000000000001e-002	1.978514e-002
-1.000000000000001e-002	1.891430e-002
-1.040834085586084e-017	1.804227e-002
9.999999999999990e-003	1.716909e-002
1.999999999999999e-002	1.629474e-002
2.999999999999999e-002	1.541919e-002
3.999999999999999e-002	1.454238e-002
5.000000000000000e-002	1.366426e-002
6.000000000000000e-002	1.278482e-002
6.999999999999999e-002	1.190409e-002
7.999999999999999e-002	1.102224e-002
8.999999999999998e-002	1.013945e-002
1.000000000000000e-001	9.255969e-003
Step Information: Run=28  (Run: 28/100)
-1.000000000000000e-001	3.497023e-004
-9.000000000000001e-002	6.771146e-004
-8.000000000000002e-002	1.003954e-003
-7.000000000000002e-002	1.330002e-003
-6.000000000000002e-002	1.655033e-003
-5.000000000000002e-002	1.978863e-003
-4.000000000000002e-002	2.301384e-003
-3.000000000000001e-002	2.622573e-003
-2.000000000000001e-002	2.942465e-003
-1.000000000000001e-002	3.261117e-003
-1.040834085586084e-017	3.578580e-003
9.999999999999990e-003	3.894879e-003
1.999999999999999e-002	4.210010e-003
2.999999999999999e-002	4.523935e-003
3.999999999999999e-002	4.836598e-003
5.000000000000000e-002	5.147947e-003
6.000000000000000e-002	5.457964e-003
6.999999999999999e-002	5.766702e-003
7.999999999999999e-002	6.074301e-003
8.999999999999998e-002	6.380968e-003
1.000000000000000e-001	6.686932e-003
Step Information: Run=29  (Run: 29/100)
-1.000000000000000e-001	1.839432e-002
-9.000000000000001e-002	1.763684e-002
-8.000000000000002e-002	1.687877e-002
-7.000000000000002e-002	1.611991e-002
-6.000000000000002e-002	1.536001e-002
-5.000000000000002e-002	1.459889e-002
-4.000000000000002e-002	1.383643e-002
-3.000000000000001e-002	1.307261e-002
-2.000000000000001e-002	1.230747e-002
-1.000000000000001e-002	1.154107e-002
-1.040834085586084e-017	1.077345e-002
9.999999999999990e-003	1.000465e-002
1.999999999999999e-002	9.234654e-003
2.999999999999999e-002	8.463430e-003
3.999999999999999e-002	7.690920e-003
5.000000000000000e-002	6.917070e-003
6.000000000000000e-002	6.141861e-003
6.999999999999999e-002	5.365348e-003
7.999999999999999e-002	4.587676e-003
8.999999999999998e-002	3.809055e-003
1.000000000000000e-001	3.029720e-003
Step Information: Run=30  (Run: 30/100)
-1.000000000000000e-001	1.184497e-002
-9.000000000000001e-002	1.129392e-002
-8.000000000000002e-002	1.074239e-002
-7.000000000000002e-002	1.019006e-002
-6.000000000000002e-002	9.636715e-003
-5.000000000000002e-002	9.082159e-003
-4.000000000000002e-002	8.526285e-003
-3.000000000000001e-002	7.969069e-003
-2.000000000000001e-002	7.410547e-003
-1.000000000000001e-002	6.850775e-003
-1.040834085586084e-017	6.289806e-003
9.999999999999990e-003	5.727666e-003
1.999999999999999e-002	5.164348e-003
2.999999999999999e-002	4.599817e-003
3.999999999999999e-002	4.034014e-003
5.000000000000000e-002	3.466888e-003
6.000000000000000e-002	2.898421e-003
6.999999999999999e-002	2.328665e-003
7.999999999999999e-002	1.757764e-003
8.999999999999998e-002	1.185926e-003
1.000000000000000e-001	6.133809e-004
Step Information: Run=31  (Run: 31/100)
-1.000000000000000e-001	-1.102924e-002
-9.000000000000001e-002	-1.089535e-002
-8.000000000000002e-002	-1.076204e-002
-7.000000000000002e-002	-1.062953e-002
-6.000000000000002e-002	-1.049805e-002
-5.000000000000002e-002	-1.036779e-002
-4.000000000000002e-002	-1.023884e-002
-3.000000000000001e-002	-1.011125e-002
-2.000000000000001e-002	-9.984957e-003
-1.000000000000001e-002	-9.859919e-003
-1.040834085586084e-017	-9.736081e-003
9.999999999999990e-003	-9.613417e-003
1.999999999999999e-002	-9.491934e-003
2.999999999999999e-002	-9.371670e-003
3.999999999999999e-002	-9.252680e-003
5.000000000000000e-002	-9.135017e-003
6.000000000000000e-002	-9.018699e-003
6.999999999999999e-002	-8.903671e-003
7.999999999999999e-002	-8.789790e-003
8.999999999999998e-002	-8.676847e-003
1.000000000000000e-001	-8.564609e-003
Step Information: Run=32  (Run: 32/100)
-1.000000000000000e-001	-1.710476e-002
-9.000000000000001e-002	-1.687462e-002
-8.000000000000002e-002	-1.664506e-002
-7.000000000000002e-002	-1.641629e-002
-6.000000000000002e-002	-1.618853e-002
-5.000000000000002e-002	-1.596198e-002
-4.000000000000002e-002	-1.573673e-002
-3.000000000000001e-002	-1.551281e-002
-2.000000000000001e-002	-1.529018e-002
-1.000000000000001e-002	-1.506879e-002
-1.040834085586084e-017	-1.484859e-002
9.999999999999990e-003	-1.462954e-002
1.999999999999999e-002	-1.441166e-002
2.999999999999999e-002	-1.419498e-002
