Freq.	V(cascada)
3.16978638492219e+001	(6.29220196458789e+000dB,-1.38015299482822e+002°)
3.17709349719552e+001	(6.31060926542645e+000dB,-1.38009493518678e+002°)
3.18441745410231e+001	(6.32904823141687e+000dB,-1.38004024220374e+002°)
3.19175829447343e+001	(6.34751878005249e+000dB,-1.37998893548971e+002°)
3.19911605722930e+001	(6.36602082721516e+000dB,-1.37994103474855e+002°)
3.20649078138005e+001	(6.38455428715268e+000dB,-1.37989655977735e+002°)
3.21388250602572e+001	(6.40311907245987e+000dB,-1.37985553046710e+002°)
3.22129127035651e+001	(6.42171509404942e+000dB,-1.37981796680251e+002°)
3.22871711365294e+001	(6.44034226113840e+000dB,-1.37978388886274e+002°)
3.23616007528610e+001	(6.45900048121791e+000dB,-1.37975331682138e+002°)
3.24362019471783e+001	(6.47768966003665e+000dB,-1.37972627094695e+002°)
3.25109751150093e+001	(6.49640970156855e+000dB,-1.37970277160290e+002°)
3.25859206527941e+001	(6.51516050799870e+000dB,-1.37968283924814e+002°)
3.26610389578863e+001	(6.53394197969557e+000dB,-1.37966649443712e+002°)
3.27363304285558e+001	(6.55275401518453e+000dB,-1.37965375782005e+002°)
3.28117954639904e+001	(6.57159651112620e+000dB,-1.37964465014327e+002°)
3.28874344642983e+001	(6.59046936229038e+000dB,-1.37963919224924e+002°)
3.29632478305098e+001	(6.60937246153158e+000dB,-1.37963740507714e+002°)
3.30392359645799e+001	(6.62830569976221e+000dB,-1.37963930966253e+002°)
3.31153992693902e+001	(6.64726896592861e+000dB,-1.37964492713793e+002°)
3.31917381487508e+001	(6.66626214698430e+000dB,-1.37965427873303e+002°)
3.32682530074030e+001	(6.68528512786084e+000dB,-1.37966738577440e+002°)
3.33449442510209e+001	(6.70433779144606e+000dB,-1.37968426968626e+002°)
3.34218122862138e+001	(6.72342001855060e+000dB,-1.37970495199007e+002°)
3.34988575205284e+001	(6.74253168788860e+000dB,-1.37972945430509e+002°)
3.35760803624508e+001	(6.76167267604138e+000dB,-1.37975779834812e+002°)
3.36534812214090e+001	(6.78084285743813e+000dB,-1.37979000593394e+002°)
3.37310605077744e+001	(6.80004210431534e+000dB,-1.37982609897511e+002°)
3.38088186328649e+001	(6.81927028670131e+000dB,-1.37986609948228e+002°)
3.38867560089462e+001	(6.83852727237860e+000dB,-1.37991002956399e+002°)
3.39648730492345e+001	(6.85781292685792e+000dB,-1.37995791142712e+002°)
3.40431701678986e+001	(6.87712711334483e+000dB,-1.38000976737630e+002°)
3.41216477800621e+001	(6.89646969271637e+000dB,-1.38006561981465e+002°)
3.42003063018053e+001	(6.91584052347927e+000dB,-1.38012549124305e+002°)
3.42791461501681e+001	(6.93523946175221e+000dB,-1.38018940426083e+002°)
3.43581677431514e+001	(6.95466636122465e+000dB,-1.38025738156500e+002°)
3.44373714997197e+001	(6.97412107313078e+000dB,-1.38032944595099e+002°)
3.45167578398037e+001	(6.99360344621212e+000dB,-1.38040562031168e+002°)
3.45963271843016e+001	(7.01311332669395e+000dB,-1.38048592763833e+002°)
3.46760799550823e+001	(7.03265055824165e+000dB,-1.38057039101944e+002°)
3.47560165749871e+001	(7.05221498193505e+000dB,-1.38065903364135e+002°)
3.48361374678319e+001	(7.07180643623484e+000dB,-1.38075187878779e+002°)
3.49164430584097e+001	(7.09142475694171e+000dB,-1.38084894983960e+002°)
3.49969337724927e+001	(7.11106977717405e+000dB,-1.38095027027497e+002°)
3.50776100368348e+001	(7.13074132732126e+000dB,-1.38105586366877e+002°)
3.51584722791734e+001	(7.15043923501825e+000dB,-1.38116575369260e+002°)
3.52395209282322e+001	(7.17016332510123e+000dB,-1.38127996411416e+002°)
3.53207564137229e+001	(7.18991341957915e+000dB,-1.38139851879748e+002°)
3.54021791663480e+001	(7.20968933759734e+000dB,-1.38152144170233e+002°)
3.54837896178029e+001	(7.22949089539641e+000dB,-1.38164875688379e+002°)
3.55655882007780e+001	(7.24931790627567e+000dB,-1.38178048849205e+002°)
3.56475753489613e+001	(7.26917018056268e+000dB,-1.38191666077204e+002°)
3.57297514970406e+001	(7.28904752556637e+000dB,-1.38205729806285e+002°)
3.58121170807054e+001	(7.30894974554762e+000dB,-1.38220242479755e+002°)
3.58946725366501e+001	(7.32887664167431e+000dB,-1.38235206550250e+002°)
3.59774183025753e+001	(7.34882801198467e+000dB,-1.38250624479689e+002°)
3.60603548171909e+001	(7.36880365134903e+000dB,-1.38266498739237e+002°)
3.61434825202181e+001	(7.38880335143044e+000dB,-1.38282831809231e+002°)
3.62268018523916e+001	(7.40882690064334e+000dB,-1.38299626179134e+002°)
3.63103132554622e+001	(7.42887408411120e+000dB,-1.38316884347456e+002°)
3.63940171721992e+001	(7.44894468363146e+000dB,-1.38334608821714e+002°)
3.64779140463923e+001	(7.46903847762917e+000dB,-1.38352802118353e+002°)
3.65620043228544e+001	(7.48915524111913e+000dB,-1.38371466762671e+002°)
3.66462884474238e+001	(7.50929474566004e+000dB,-1.38390605288742e+002°)
3.67307668669664e+001	(7.52945675931608e+000dB,-1.38410220239342e+002°)
3.68154400293786e+001	(7.54964104661079e+000dB,-1.38430314165880e+002°)
3.69003083835890e+001	(7.56984736848925e+000dB,-1.38450889628284e+002°)
3.69853723795611e+001	(7.59007548226463e+000dB,-1.38471949194931e+002°)
3.70706324682957e+001	(7.61032514158712e+000dB,-1.38493495442557e+002°)
3.71560891018335e+001	(7.63059609638997e+000dB,-1.38515530956155e+002°)
3.72417427332568e+001	(7.65088809284814e+000dB,-1.38538058328862e+002°)
3.73275938166929e+001	(7.67120087333416e+000dB,-1.38561080161867e+002°)
3.74136428073155e+001	(7.69153417637245e+000dB,-1.38584599064307e+002°)
3.74998901613479e+001	(7.71188773659163e+000dB,-1.38608617653145e+002°)
3.75863363360649e+001	(7.73226128468011e+000dB,-1.38633138553037e+002°)
3.76729817897955e+001	(7.75265454733915e+000dB,-1.38658164396249e+002°)
3.77598269819254e+001	(7.77306724723651e+000dB,-1.38683697822499e+002°)
3.78468723728990e+001	(7.79349910295740e+000dB,-1.38709741478810e+002°)
3.79341184242224e+001	(7.81394982895996e+000dB,-1.38736298019441e+002°)
3.80215655984655e+001	(7.83441913552680e+000dB,-1.38763370105676e+002°)
3.81092143592644e+001	(7.85490672870886e+000dB,-1.38790960405701e+002°)
3.81970651713242e+001	(7.87541231029218e+000dB,-1.38819071594483e+002°)
3.82851185004212e+001	(7.89593557773283e+000dB,-1.38847706353563e+002°)
3.83733748134052e+001	(7.91647622411994e+000dB,-1.38876867370935e+002°)
3.84618345782026e+001	(7.93703393811703e+000dB,-1.38906557340867e+002°)
3.85504982638182e+001	(7.95760840391726e+000dB,-1.38936778963716e+002°)
3.86393663403379e+001	(7.97819930119231e+000dB,-1.38967534945787e+002°)
3.87284392789316e+001	(7.99880630504052e+000dB,-1.38998827999103e+002°)
3.88177175518550e+001	(8.01942908593646e+000dB,-1.39030660841248e+002°)
3.89072016324527e+001	(8.04006730967908e+000dB,-1.39063036195179e+002°)
3.89968919951603e+001	(8.06072063734130e+000dB,-1.39095956788992e+002°)
3.90867891155073e+001	(8.08138872521738e+000dB,-1.39129425355745e+002°)
3.91768934701192e+001	(8.10207122477202e+000dB,-1.39163444633253e+002°)
3.92672055367204e+001	(8.12276778258572e+000dB,-1.39198017363830e+002°)
3.93577257941363e+001	(8.14347804030352e+000dB,-1.39233146294108e+002°)
3.94484547222965e+001	(8.16420163458209e+000dB,-1.39268834174768e+002°)
3.95393928022366e+001	(8.18493819703560e+000dB,-1.39305083760338e+002°)
3.96305405161014e+001	(8.20568735418242e+000dB,-1.39341897808922e+002°)
3.97218983471468e+001	(8.22644872739495e+000dB,-1.39379279081965e+002°)
3.98134667797432e+001	(8.24722193283916e+000dB,-1.39417230343981e+002°)
3.99052462993770e+001	(8.26800658142694e+000dB,-1.39455754362298e+002°)
3.99972373926543e+001	(8.28880227875748e+000dB,-1.39494853906791e+002°)
4.00894405473026e+001	(8.30960862506408e+000dB,-1.39534531749584e+002°)
4.01818562521740e+001	(8.33042521516068e+000dB,-1.39574790664779e+002°)
4.02744849972472e+001	(8.35125163838691e+000dB,-1.39615633428158e+002°)
4.03673272736306e+001	(8.37208747854948e+000dB,-1.39657062816875e+002°)
4.04603835735648e+001	(8.39293231387446e+000dB,-1.39699081609165e+002°)
4.05536543904250e+001	(8.41378571694165e+000dB,-1.39741692583990e+002°)
4.06471402187238e+001	(8.43464725464079e+000dB,-1.39784898520750e+002°)
4.07408415541138e+001	(8.45551648810867e+000dB,-1.39828702198940e+002°)
4.08347588933900e+001	(8.47639297267517e+000dB,-1.39873106397802e+002°)
4.09288927344929e+001	(8.49727625780968e+000dB,-1.39918113895964e+002°)
4.10232435765107e+001	(8.51816588706024e+000dB,-1.39963727471113e+002°)
4.11178119196822e+001	(8.53906139800764e+000dB,-1.40009949899600e+002°)
4.12125982653994e+001	(8.55996232220117e+000dB,-1.40056783956072e+002°)
4.13076031162100e+001	(8.58086818510399e+000dB,-1.40104232413089e+002°)
4.14028269758202e+001	(8.60177850604256e+000dB,-1.40152298040737e+002°)
4.14982703490976e+001	(8.62269279814865e+000dB,-1.40200983606222e+002°)
4.15939337420733e+001	(8.64361056829946e+000dB,-1.40250291873431e+002°)
4.16898176619451e+001	(8.66453131707146e+000dB,-1.40300225602569e+002°)
4.17859226170801e+001	(8.68545453867643e+000dB,-1.40350787549665e+002°)
4.18822491170172e+001	(8.70637972091154e+000dB,-1.40401980466181e+002°)
4.19787976724698e+001	(8.72730634510428e+000dB,-1.40453807098533e+002°)
4.20755687953288e+001	(8.74823388605410e+000dB,-1.40506270187644e+002°)
4.21725629986651e+001	(8.76916181198361e+000dB,-1.40559372468470e+002°)
4.22697807967323e+001	(8.79008958447697e+000dB,-1.40613116669518e+002°)
4.23672227049694e+001	(8.81101665843504e+000dB,-1.40667505512368e+002°)
4.24648892400037e+001	(8.83194248201333e+000dB,-1.40722541711168e+002°)
4.25627809196535e+001	(8.85286649657441e+000dB,-1.40778227972106e+002°)
4.26608982629308e+001	(8.87378813663183e+000dB,-1.40834566992919e+002°)
4.27592417900439e+001	(8.89470682979761e+000dB,-1.40891561462337e+002°)
4.28578120224005e+001	(8.91562199673229e+000dB,-1.40949214059560e+002°)
4.29566094826100e+001	(8.93653305109238e+000dB,-1.41007527453693e+002°)
4.30556346944868e+001	(8.95743939947638e+000dB,-1.41066504303184e+002°)
4.31548881830526e+001	(8.97834044137827e+000dB,-1.41126147255252e+002°)
4.32543704745397e+001	(8.99923556913432e+000dB,-1.41186458945300e+002°)
4.33540820963932e+001	(9.02012416787209e+000dB,-1.41247441996311e+002°)
4.34540235772742e+001	(9.04100561546701e+000dB,-1.41309099018261e+002°)
4.35541954470625e+001	(9.06187928248830e+000dB,-1.41371432607470e+002°)
4.36545982368593e+001	(9.08274453215402e+000dB,-1.41434445345994e+002°)
4.37552324789903e+001	(9.10360072028278e+000dB,-1.41498139800968e+002°)
4.38560987070082e+001	(9.12444719525048e+000dB,-1.41562518523964e+002°)
4.39571974556958e+001	(9.14528329793803e+000dB,-1.41627584050307e+002°)
4.40585292610684e+001	(9.16610836169406e+000dB,-1.41693338898416e+002°)
4.41600946603773e+001	(9.18692171228819e+000dB,-1.41759785569098e+002°)
4.42618941921120e+001	(9.20772266786880e+000dB,-1.41826926544862e+002°)
4.43639283960036e+001	(9.22851053891693e+000dB,-1.41894764289187e+002°)
4.44661978130273e+001	(9.24928462821095e+000dB,-1.41963301245807e+002°)
4.45687029854053e+001	(9.27004423078664e+000dB,-1.42032539837973e+002°)
4.46714444566099e+001	(9.29078863389446e+000dB,-1.42102482467703e+002°)
4.47744227713660e+001	(9.31151711696195e+000dB,-1.42173131515000e+002°)
4.48776384756546e+001	(9.33222895156245e+000dB,-1.42244489337111e+002°)
4.49810921167148e+001	(9.35292340137494e+000dB,-1.42316558267716e+002°)
4.50847842430478e+001	(9.37359972215181e+000dB,-1.42389340616126e+002°)
4.51887154044188e+001	(9.39425716168651e+000dB,-1.42462838666487e+002°)
4.52928861518604e+001	(9.41489495978258e+000dB,-1.42537054676947e+002°)
4.53972970376756e+001	(9.43551234822076e+000dB,-1.42611990878807e+002°)
4.55019486154406e+001	(9.45610855073547e+000dB,-1.42687649475693e+002°)
